idx,label,part,valley_distinct,h,j,dh,dj,t,perp,Dhj,vr,mixlogp,LatAD_pct,USAD_pct,TranAD_pct,AE_pct,IF_pct,linres_pct,maxz_pct
138,0,in_cluster,0,7,12,2.921,4.718,-0.040,1.775,4.955,0.027,-19.15,0.3430,0.1638,0.1946,0.4817,0.2254,0.6744,0.0462
139,0,in_cluster,0,7,12,4.068,5.390,0.006,2.137,4.955,0.027,-23.16,0.5183,0.3218,0.3584,0.7592,0.5607,0.3237,0.0462
140,0,in_cluster,0,7,12,3.673,3.931,0.097,1.546,4.955,0.027,-21.63,0.5125,0.2274,0.1927,0.5819,0.4277,0.2659,0.0250
141,0,in_cluster,0,3,7,2.819,3.413,0.514,2.795,3.246,0.000,-19.26,0.2293,0.1002,0.0482,0.1175,0.1021,0.4220,0.0636
142,0,in_cluster,0,12,5,3.644,3.681,0.854,1.825,3.401,0.045,-25.60,0.4605,0.1773,0.1002,0.5453,0.4566,0.4123,0.0617
143,0,in_cluster,0,5,12,3.398,3.786,0.150,1.671,3.401,0.045,-28.01,0.5665,0.1233,0.0520,0.5877,0.4971,0.3295,0.0655
144,0,in_cluster,0,3,5,3.030,3.215,0.123,2.012,2.972,0.456,-20.15,0.3468,0.2158,0.2428,0.3295,0.3757,0.0848,0.0578
145,0,in_cluster,0,3,5,2.990,3.122,0.159,2.038,2.972,0.456,-20.03,0.3545,0.2216,0.2524,0.3584,0.3931,0.3198,0.0713
146,0,in_cluster,0,5,12,3.309,3.337,0.211,2.603,3.401,0.045,-22.84,0.4066,0.0443,0.0000,0.2486,0.2081,0.4027,0.1387
147,0,in_cluster,0,12,5,3.038,3.390,0.717,2.496,3.401,0.045,-21.97,0.4085,0.0809,0.0096,0.2062,0.1792,0.3622,0.1407
148,0,in_cluster,0,3,5,2.337,3.036,0.198,1.857,2.972,0.456,-18.29,0.2601,0.1850,0.1272,0.2274,0.3160,0.1715,0.1040
149,0,in_cluster,0,3,5,2.476,3.175,0.134,1.799,2.972,0.456,-18.63,0.3102,0.1580,0.1407,0.1850,0.2929,0.1676,0.1118
150,0,in_cluster,0,5,8,3.524,3.568,0.416,2.660,3.660,0.050,-28.41,0.8882,0.6590,0.7303,0.7341,0.8516,0.5202,0.1522
151,0,in_cluster,0,5,8,3.079,4.706,0.234,2.955,3.660,0.050,-26.99,0.8112,0.7476,0.7765,0.7303,0.8863,0.3545,0.1233
152,0,in_cluster,0,5,12,4.268,4.379,0.394,3.429,3.401,0.045,-31.34,0.7823,0.2023,0.0559,0.5645,0.5723,0.4374,0.0925
153,0,in_cluster,0,5,8,2.899,5.125,0.093,2.633,3.660,0.050,-26.46,0.6667,0.4393,0.3873,0.4432,0.6069,0.6012,0.0751
154,0,valley,1,8,13,5.638,5.751,0.432,4.057,5.341,0.000,-39.49,0.9884,0.9210,0.9114,0.9788,0.9692,0.4046,0.4239
155,0,in_cluster,0,8,13,4.170,4.556,0.439,2.739,5.341,0.000,-33.01,0.9961,0.9961,0.9942,0.9904,0.9961,0.4200,0.7283
156,0,in_cluster,0,8,13,4.178,4.947,0.409,3.680,5.341,0.000,-33.67,0.9403,0.9923,0.9923,0.9306,0.9942,0.6224,0.8285
157,0,in_cluster,0,13,10,4.006,4.485,0.605,3.676,4.997,0.000,-29.80,0.7938,0.9056,0.9480,0.8478,0.9152,0.6455,0.7476
158,0,in_cluster,0,13,12,2.939,8.317,-0.115,2.748,6.014,0.000,-27.53,0.7881,0.9595,0.9692,0.9557,0.9750,0.5973,0.7688
159,0,in_cluster,0,13,12,3.559,7.379,0.111,3.143,6.014,0.000,-29.54,0.9499,0.9615,0.9788,0.9229,0.9788,0.5954,0.7919
160,0,in_cluster,0,4,10,5.256,5.411,-0.201,3.921,3.236,0.386,-29.35,0.7996,0.9345,0.9557,0.7900,0.9538,0.7726,0.8324
161,0,in_cluster,0,10,4,3.356,3.367,0.785,2.532,3.236,0.386,-21.20,0.5145,0.8998,0.9345,0.6840,0.8940,0.7534,0.8478
162,0,in_cluster,0,10,4,2.233,5.854,0.433,2.343,3.236,0.386,-22.51,0.3892,0.8613,0.8902,0.5145,0.7495,0.8362,0.8748
163,0,in_cluster,0,10,12,3.239,6.278,-0.215,2.759,4.810,0.236,-25.26,0.5434,0.8921,0.9017,0.6262,0.8632,0.9114,0.8613
164,0,in_cluster,0,10,4,2.235,5.466,0.280,2.505,3.236,0.386,-22.51,0.4451,0.8902,0.8998,0.5684,0.8208,0.9171,0.8593
165,0,in_cluster,0,10,4,2.195,5.747,0.233,2.520,3.236,0.386,-22.42,0.3796,0.8786,0.8805,0.5511,0.7052,0.9037,0.8555
166,0,in_cluster,0,10,12,2.350,5.220,-0.039,1.911,4.810,0.236,-22.78,0.4432,0.8690,0.8767,0.6647,0.8266,0.9075,0.8536
167,0,in_cluster,0,12,8,2.183,6.039,0.100,2.297,5.901,0.001,-27.88,0.9595,0.9017,0.9191,0.9711,0.9634,0.9287,0.8516
168,0,in_cluster,0,12,9,2.196,4.756,0.111,2.412,4.081,0.210,-27.90,0.9441,0.8593,0.8728,0.9268,0.9133,0.9615,0.8170
169,0,in_cluster,0,9,8,2.418,4.108,0.224,2.276,3.433,0.166,-25.31,0.6166,0.5896,0.5665,0.6705,0.6012,0.9229,0.7592
170,0,in_cluster,0,9,8,2.744,3.846,0.250,2.419,3.433,0.166,-26.15,0.5857,0.4239,0.3468,0.4875,0.4663,0.6532,0.6859
171,0,in_cluster,0,9,8,3.692,3.866,0.357,2.879,3.433,0.166,-29.17,0.7572,0.5838,0.4682,0.5800,0.7129,0.5067,0.6204
