idx,label,part,valley_distinct,h,j,dh,dj,t,perp,Dhj,vr,mixlogp,LatAD_pct,USAD_pct,TranAD_pct,AE_pct,IF_pct,linres_pct,maxz_pct
29,0,valley,1,15,7,7.541,8.367,0.413,5.388,6.871,0.000,-33.40,0.0814,0.0854,0.0814,0.1549,0.0941,0.2696,0.9455
30,0,valley,1,5,3,12.250,13.063,0.292,5.570,15.239,0.000,-89.92,0.3146,0.1368,0.1375,0.2063,0.3913,0.2625,0.9486
31,0,in_cluster,0,12,4,3.738,14.749,0.670,3.053,5.355,0.000,-21.78,0.1597,0.2174,0.1858,0.2530,0.7455,0.2506,0.9478
32,0,valley,1,2,12,12.073,12.080,0.534,6.302,10.421,0.000,-84.94,0.2403,0.2711,0.2221,0.2213,0.6877,0.1818,0.9447
33,0,in_cluster,0,0,9,6.393,9.351,0.786,2.933,5.806,0.000,-33.94,0.0988,0.2593,0.1960,0.2711,0.7542,0.1186,0.9462
34,0,in_cluster,0,0,13,5.831,8.508,0.838,3.312,4.723,0.002,-30.51,0.0625,0.1708,0.1431,0.1921,0.4134,0.1115,0.9518
35,0,in_cluster,0,15,1,5.919,10.815,-0.316,3.643,5.698,0.000,-22.48,0.0704,0.1217,0.1091,0.1391,0.1779,0.1628,0.9565
36,0,off,0,5,0,13.059,15.833,-0.023,8.865,6.840,0.000,-100.16,0.2822,0.1107,0.0925,0.2933,0.3581,0.2190,0.9581
37,1,beyond,0,3,14,6.954,13.057,-0.093,4.890,6.540,0.000,-36.54,0.3051,0.3431,0.3138,0.3257,0.6395,1.0000,0.9589
38,1,off,0,14,3,12.614,13.369,1.144,8.326,6.540,0.000,-96.16,0.6024,0.4474,0.4016,0.7628,0.9937,1.0000,0.9779
39,1,off,0,3,14,13.793,14.023,-0.166,7.834,6.540,0.000,-107.49,0.4530,0.5130,0.4071,0.7462,0.9937,1.0000,0.9779
40,1,off,0,3,14,16.563,17.421,0.610,11.262,6.540,0.000,-149.52,0.8751,0.4040,0.3802,0.6893,0.9810,1.0000,0.9810
41,1,beyond,0,14,9,17.178,17.249,1.005,5.531,12.803,0.000,-159.59,0.4775,0.3320,0.3075,0.6569,0.9692,0.3470,0.9818
42,0,off,0,13,0,13.801,13.882,-0.198,8.901,4.723,0.002,-106.13,0.2269,0.2806,0.2854,0.3502,0.7510,0.2854,0.9802
43,0,off,0,13,15,9.764,12.584,0.836,6.752,9.919,0.000,-58.59,0.1929,0.2221,0.2648,0.2925,0.4340,0.2830,0.9771
44,0,valley,1,15,13,9.870,11.244,0.028,4.821,9.919,0.000,-53.67,0.0174,0.1826,0.2237,0.2632,0.3012,0.2798,0.9723
45,0,in_cluster,0,15,7,6.648,9.423,0.419,2.846,6.871,0.000,-27.06,0.2292,0.1518,0.1715,0.2198,0.1028,0.2743,0.9668
46,0,beyond,0,3,14,6.793,13.599,-0.039,3.162,6.540,0.000,-35.43,0.0680,0.2909,0.2893,0.2617,0.5739,0.2759,0.9652
47,0,in_cluster,0,3,14,6.565,13.730,-0.129,3.054,6.540,0.000,-33.91,0.0696,0.2964,0.2933,0.2727,0.5810,0.2775,0.9692
48,0,off,0,7,11,7.091,11.956,0.031,7.231,5.965,0.010,-31.72,0.2688,0.1589,0.1723,0.2522,0.2253,0.2735,0.9636
49,0,in_cluster,0,7,11,6.199,11.915,-0.149,6.029,5.965,0.010,-25.79,0.1162,0.1486,0.1526,0.1858,0.1012,0.2751,0.9542
50,1,off,0,4,8,154.153,174.932,2.533,136.213,19.054,0.000,-11891.35,0.9921,0.4474,0.4213,0.9984,0.6522,0.6933,1.0000
51,1,off,0,5,14,318.037,403.129,0.252,309.568,7.794,0.000,-50588.62,0.9968,1.0000,1.0000,0.9984,0.8522,1.0000,1.0000
52,1,off,0,5,14,269.892,340.134,1.807,263.511,7.794,0.000,-36435.59,0.9960,1.0000,1.0000,0.9992,1.0000,1.0000,1.0000
53,1,off,0,5,14,375.409,503.866,6.171,372.793,7.794,0.000,-70481.02,0.9992,0.9992,0.9992,0.9984,1.0000,1.0000,1.0000
54,0,off,0,5,14,64.961,66.926,2.018,52.302,7.794,0.000,-2124.87,0.7723,0.2237,0.2103,0.9818,0.9336,0.3020,0.5067
55,0,off,0,13,0,9.504,15.092,0.051,7.839,4.723,0.002,-56.09,0.1826,0.1715,0.1549,0.3178,0.6822,0.2300,0.4103
56,0,valley,1,15,1,6.912,8.886,0.128,4.129,5.698,0.000,-28.85,0.0040,0.1352,0.1360,0.1866,0.2561,0.2458,0.5028
57,0,in_cluster,0,15,1,6.450,9.933,0.009,4.935,5.698,0.000,-25.76,0.0063,0.1170,0.1170,0.1186,0.1676,0.2419,0.5360
58,0,in_cluster,0,3,14,3.988,16.818,-0.196,4.076,6.540,0.000,-20.31,0.0791,0.1407,0.1415,0.3391,0.7296,0.2482,0.4783
59,0,in_cluster,0,3,14,3.091,15.810,-0.188,2.880,6.540,0.000,-17.13,0.0846,0.2474,0.2538,0.1644,0.5099,0.1945,0.4791
60,0,in_cluster,0,3,11,5.657,16.226,0.302,5.334,12.336,0.000,-28.36,0.2696,0.1960,0.1976,0.3518,0.7257,0.1123,0.4538
61,0,in_cluster,0,7,15,3.723,11.070,0.044,3.337,6.871,0.000,-13.50,0.0000,0.1043,0.0980,0.0648,0.0719,0.1431,0.4609
62,0,in_cluster,0,7,11,4.107,12.618,-0.298,3.725,5.965,0.010,-15.01,0.0079,0.1051,0.0941,0.0933,0.1059,0.1518,0.4727
63,0,in_cluster,0,7,11,3.678,12.142,-0.223,3.554,5.965,0.010,-13.34,0.0119,0.1083,0.0901,0.0854,0.1067,0.1273,0.4451
64,0,in_cluster,0,4,6,5.448,6.889,-0.232,3.509,4.426,0.000,-24.60,0.0901,0.1660,0.1470,0.2229,0.4941,0.1312,0.4917
65,0,in_cluster,0,4,6,6.411,7.294,-0.241,3.837,4.426,0.000,-30.31,0.1020,0.2838,0.2419,0.2403,0.6522,0.1423,0.5217
66,0,beyond,0,10,2,6.807,10.227,-0.248,3.894,5.155,0.001,-29.67,0.0972,0.3146,0.2719,0.2158,0.8213,0.1328,0.4830
67,0,in_cluster,0,9,10,5.422,6.700,0.314,4.380,4.754,0.000,-25.50,0.1842,0.2972,0.2561,0.2261,0.7051,0.1407,0.4814
68,0,in_cluster,0,13,0,6.053,7.167,-0.065,3.193,4.723,0.002,-29.24,0.1383,0.2213,0.1787,0.2087,0.5123,0.0949,0.4719
69,0,beyond,0,13,0,6.729,8.295,-0.091,4.162,4.723,0.002,-33.56,0.1858,0.1573,0.1462,0.2277,0.4949,0.0206,0.4877
70,0,in_cluster,0,15,1,5.284,10.699,-0.171,3.831,5.698,0.000,-18.92,0.0395,0.1281,0.1249,0.1565,0.2285,0.0482,0.5249
71,0,in_cluster,0,15,1,4.483,10.497,-0.297,2.956,5.698,0.000,-15.01,0.0411,0.1146,0.1123,0.1075,0.1312,0.0609,0.5375
72,0,in_cluster,0,3,14,4.032,14.784,-0.150,3.616,6.540,0.000,-20.49,0.1755,0.2561,0.2577,0.1960,0.5281,0.1162,0.5842
73,0,in_cluster,0,3,14,3.908,15.447,-0.284,3.430,6.540,0.000,-19.99,0.1352,0.2545,0.2585,0.1605,0.5518,0.1012,0.5534
74,0,in_cluster,0,7,11,5.735,13.849,-0.439,4.406,5.965,0.010,-23.02,0.1787,0.1059,0.1020,0.1810,0.1534,0.0395,0.5723
75,0,in_cluster,0,7,15,5.195,12.427,0.149,4.310,6.871,0.000,-20.07,0.0364,0.0964,0.0862,0.0617,0.0482,0.0941,0.5929
76,0,in_cluster,0,7,11,4.758,12.720,-0.351,3.758,5.965,0.010,-17.90,0.0877,0.1020,0.0885,0.0704,0.0632,0.0838,0.5107
77,0,in_cluster,0,7,11,4.363,12.914,-0.367,3.578,5.965,0.010,-16.09,0.0893,0.1115,0.0964,0.0885,0.0854,0.1209,0.6000
78,0,in_cluster,0,3,14,6.665,16.415,-0.148,4.585,6.540,0.000,-34.57,0.1739,0.1510,0.1423,0.3447,0.8237,0.1660,0.8000
79,0,in_cluster,0,3,14,6.201,16.116,-0.269,5.214,6.540,0.000,-31.58,0.1462,0.3012,0.2783,0.2798,0.9518,0.2142,0.7628
80,0,valley,1,9,14,13.177,14.665,0.228,6.463,12.803,0.000,-97.65,0.4158,0.3099,0.2798,0.3968,0.9897,0.2498,0.6577
81,0,in_cluster,0,13,5,6.667,15.026,0.149,4.951,14.808,0.000,-33.15,0.1834,0.1953,0.1684,0.2719,0.8387,0.2514,0.6047
82,0,off,0,13,4,8.995,9.942,0.857,7.583,8.637,0.000,-51.38,0.2427,0.2126,0.1921,0.2585,0.6925,0.2277,0.6229
83,0,in_cluster,0,12,4,5.870,10.679,0.367,4.974,5.355,0.000,-32.02,0.2751,0.2846,0.2593,0.3423,0.9415,0.0704,0.6213
84,0,valley,1,12,4,9.019,12.063,0.688,5.549,5.355,0.000,-55.47,0.1960,0.2822,0.2490,0.2474,0.8071,0.2055,0.5755
85,0,valley,1,13,0,7.864,9.339,0.080,4.430,4.723,0.002,-41.84,0.1344,0.2443,0.1897,0.2664,0.8490,0.2221,0.5336
86,0,in_cluster,0,13,0,6.423,8.942,-0.009,3.647,4.723,0.002,-31.55,0.1265,0.1850,0.1518,0.2292,0.6040,0.1826,0.5368
87,0,in_cluster,0,15,1,4.648,11.274,-0.315,3.038,5.698,0.000,-15.76,0.0798,0.1462,0.1336,0.1534,0.2150,0.0198,0.5447
88,0,in_cluster,0,15,1,4.977,10.098,-0.268,2.716,5.698,0.000,-17.35,0.1012,0.1241,0.1154,0.1621,0.2364,0.0079,0.5478
89,0,in_cluster,0,15,7,6.213,8.129,0.411,4.735,6.871,0.000,-24.26,0.2324,0.1099,0.0988,0.1478,0.1257,0.1613,0.5233
90,0,in_cluster,0,3,14,4.179,14.550,-0.214,3.670,6.540,0.000,-21.09,0.2213,0.2466,0.2451,0.1668,0.4767,0.0759,0.4980
91,0,in_cluster,0,3,14,3.414,14.262,-0.233,3.079,6.540,0.000,-18.18,0.1043,0.2395,0.2403,0.1020,0.4522,0.0340,0.5170
92,0,in_cluster,0,7,15,4.843,11.801,-0.012,4.849,6.871,0.000,-18.30,0.2490,0.0909,0.0735,0.1202,0.0775,0.0466,0.5320
93,0,in_cluster,0,7,11,4.597,11.936,-0.171,3.920,5.965,0.010,-17.14,0.0775,0.0901,0.0680,0.0862,0.0680,0.0862,0.5684
94,0,in_cluster,0,7,11,4.635,11.959,-0.190,3.706,5.965,0.010,-17.32,0.1328,0.0925,0.0711,0.1004,0.0577,0.0071,0.5747
95,0,in_cluster,0,7,5,5.137,12.331,0.234,3.929,12.362,0.000,-19.77,0.2071,0.1067,0.0830,0.1154,0.1036,0.0087,0.6111
96,0,in_cluster,0,3,14,6.621,15.597,-0.194,5.216,6.540,0.000,-34.27,0.2332,0.2719,0.2609,0.2704,0.9265,0.0522,0.6482
97,0,in_cluster,0,3,14,5.716,13.946,-0.113,4.955,6.540,0.000,-28.69,0.0980,0.3059,0.2814,0.2759,0.9486,0.2403,0.6538
98,0,valley,1,13,5,11.260,13.943,0.254,6.108,14.808,0.000,-74.31,0.2063,0.1937,0.1621,0.2870,0.8285,0.2640,0.7123
99,0,valley,1,13,5,7.820,13.237,0.238,4.935,14.808,0.000,-41.50,0.1708,0.1976,0.1700,0.2680,0.7407,0.2561,0.8095
100,0,valley,1,12,4,6.802,11.059,0.603,5.484,5.355,0.000,-37.93,0.1731,0.2435,0.2087,0.2688,0.8079,0.1304,0.8071
101,0,valley,1,12,4,7.711,11.238,0.532,4.983,5.355,0.000,-44.53,0.1209,0.2783,0.2482,0.2395,0.8545,0.1652,0.6680
102,0,beyond,0,9,10,7.050,8.274,-0.053,4.961,4.754,0.000,-35.67,0.1399,0.2632,0.2111,0.2332,0.7012,0.2269,0.6103
103,0,valley,1,13,0,8.325,9.989,0.130,4.675,4.723,0.002,-45.58,0.1802,0.1881,0.1534,0.2419,0.6814,0.2071,0.6221
104,0,valley,1,13,0,8.546,8.823,0.032,5.135,4.723,0.002,-47.44,0.1945,0.1470,0.1320,0.2427,0.5202,0.0119,0.6364
105,0,in_cluster,0,15,1,6.550,10.494,-0.132,4.648,5.698,0.000,-26.41,0.1004,0.1186,0.1075,0.1802,0.2498,0.0032,0.6435
106,0,in_cluster,0,15,1,5.614,10.103,-0.191,3.927,5.698,0.000,-20.72,0.1494,0.1036,0.0870,0.1123,0.1202,0.0285,0.6356
107,0,in_cluster,0,3,14,3.965,13.806,-0.124,3.550,6.540,0.000,-20.22,0.1581,0.2292,0.2300,0.1708,0.4458,0.0364,0.6150
108,0,in_cluster,0,3,14,4.452,14.588,-0.204,3.855,6.540,0.000,-22.27,0.1336,0.2253,0.2364,0.1462,0.4538,0.0111,0.5605
109,0,in_cluster,0,7,11,5.697,12.509,-0.163,4.496,5.965,0.010,-22.80,0.2411,0.0806,0.0656,0.1794,0.1510,0.1028,0.4949
110,0,in_cluster,0,7,15,5.130,11.581,0.222,4.057,6.871,0.000,-19.73,0.1115,0.0719,0.0498,0.0672,0.0466,0.0213,0.4024
111,0,in_cluster,0,7,11,3.804,11.357,-0.144,3.640,5.965,0.010,-13.81,0.1075,0.0704,0.0458,0.0751,0.0601,0.0063,0.2514
112,0,in_cluster,0,7,11,4.291,11.825,-0.132,4.344,5.965,0.010,-15.78,0.1415,0.0791,0.0569,0.0925,0.0696,0.0166,0.1462
113,0,in_cluster,0,3,14,5.942,14.631,-0.068,3.957,6.540,0.000,-30.01,0.1518,0.1249,0.1202,0.3455,0.7597,0.0632,0.1375
114,0,in_cluster,0,3,14,5.181,14.486,-0.096,4.939,6.540,0.000,-25.78,0.0743,0.2814,0.2680,0.2593,0.9344,0.2008,0.1360
115,0,valley,1,14,9,13.603,14.360,0.752,6.248,12.803,0.000,-109.11,0.3866,0.2933,0.2688,0.3984,0.9921,0.2553,0.1194
116,0,in_cluster,0,13,5,6.295,14.103,0.221,5.187,14.808,0.000,-30.74,0.1913,0.1597,0.1478,0.2538,0.7700,0.2577,0.1004
117,0,valley,1,4,13,8.052,8.876,0.120,6.424,8.637,0.000,-42.18,0.2372,0.1810,0.1628,0.2458,0.6411,0.2451,0.1296
118,0,valley,1,12,4,6.938,9.188,0.307,5.066,5.355,0.000,-38.86,0.2680,0.2617,0.2269,0.3486,0.9249,0.1178,0.6419
119,0,valley,1,12,4,7.080,7.155,0.657,4.443,5.355,0.000,-35.34,0.1921,0.2585,0.2206,0.2055,0.6830,0.2435,0.1589
120,0,in_cluster,0,13,0,5.671,8.186,0.039,3.719,4.723,0.002,-27.00,0.0830,0.2063,0.1708,0.2387,0.7723,0.2530,0.1621
121,0,in_cluster,0,13,0,4.824,8.622,-0.014,3.723,4.723,0.002,-22.56,0.0735,0.1565,0.1439,0.1779,0.5320,0.2316,0.1455
122,0,in_cluster,0,15,1,6.068,8.620,0.059,3.454,5.698,0.000,-23.37,0.0964,0.1202,0.1209,0.1455,0.1953,0.1549,0.1399
123,0,in_cluster,0,15,1,4.848,9.535,-0.081,3.779,5.698,0.000,-16.72,0.0767,0.1028,0.1028,0.0877,0.1241,0.1296,0.1755
124,0,in_cluster,0,15,7,4.467,7.059,0.405,3.844,6.871,0.000,-14.94,0.1850,0.0727,0.0727,0.0261,0.0364,0.2087,0.1787
125,0,in_cluster,0,3,14,3.682,14.101,-0.084,3.510,6.540,0.000,-19.14,0.1534,0.2206,0.2348,0.1043,0.4032,0.0791,0.1565
126,0,in_cluster,0,3,14,3.309,14.373,-0.110,3.084,6.540,0.000,-17.83,0.0822,0.2150,0.2285,0.0822,0.4356,0.0957,0.1217
127,0,in_cluster,0,7,11,5.217,9.641,0.338,4.725,5.965,0.010,-20.18,0.2016,0.0585,0.0553,0.1146,0.1075,0.0933,0.1067
128,0,in_cluster,0,7,11,3.837,9.949,0.127,3.851,5.965,0.010,-13.93,0.0458,0.0553,0.0514,0.0237,0.0316,0.1439,0.1249
129,0,in_cluster,0,7,11,3.732,10.284,0.093,3.922,5.965,0.010,-13.54,0.0569,0.0648,0.0609,0.0245,0.0411,0.0411,0.1012
130,0,in_cluster,0,7,11,4.033,10.085,0.132,3.974,5.965,0.010,-14.71,0.0656,0.0775,0.0688,0.0458,0.0609,0.0174,0.1470
131,0,in_cluster,0,3,14,5.670,14.759,-0.009,4.525,6.540,0.000,-28.43,0.1818,0.2530,0.2553,0.2451,0.9051,0.1344,0.1486
132,0,in_cluster,0,3,14,5.045,14.412,0.037,4.605,6.540,0.000,-25.08,0.0229,0.2949,0.2735,0.2506,0.9352,0.2372,0.0988
133,0,in_cluster,0,13,5,5.823,14.711,0.184,4.200,14.808,0.000,-27.88,0.1723,0.1794,0.1565,0.2577,0.7194,0.2601,0.0798
134,0,in_cluster,0,13,5,5.339,14.254,0.193,4.768,14.808,0.000,-25.18,0.1241,0.1842,0.1613,0.2443,0.6917,0.2545,0.0814
135,0,in_cluster,0,4,12,6.312,7.779,0.329,5.868,5.355,0.000,-29.68,0.1391,0.2198,0.1937,0.2356,0.7083,0.2387,0.1866
136,0,in_cluster,0,4,12,5.104,7.168,0.346,4.244,5.355,0.000,-22.78,0.0949,0.2656,0.2356,0.2071,0.7494,0.2490,0.1557
137,0,valley,1,10,9,7.433,8.106,0.197,5.033,4.754,0.000,-34.12,0.1099,0.2490,0.2016,0.1937,0.5858,0.2609,0.1763
138,0,in_cluster,0,13,0,4.968,9.153,0.024,3.943,4.723,0.002,-23.27,0.0632,0.1787,0.1502,0.1771,0.5526,0.2593,0.1518
139,0,in_cluster,0,13,0,4.681,7.508,-0.113,2.909,4.723,0.002,-21.88,0.1470,0.1289,0.1312,0.1526,0.3960,0.2356,0.1383
140,0,in_cluster,0,15,1,4.858,9.849,0.010,3.783,5.698,0.000,-16.76,0.0372,0.1130,0.1130,0.1051,0.1565,0.2237,0.1099
141,0,in_cluster,0,15,1,4.436,9.526,-0.130,2.832,5.698,0.000,-14.80,0.0909,0.0980,0.1036,0.0632,0.1383,0.1905,0.0822
142,0,in_cluster,0,3,14,4.094,14.439,-0.062,3.998,6.540,0.000,-20.74,0.1170,0.2387,0.2466,0.1684,0.5028,0.1889,0.2277
143,0,in_cluster,0,3,14,2.823,14.079,-0.068,2.930,6.540,0.000,-16.34,0.0601,0.2324,0.2411,0.0538,0.3787,0.0617,0.1241
144,0,in_cluster,0,7,15,4.655,10.107,0.102,4.789,6.871,0.000,-17.41,0.2158,0.0696,0.0759,0.0759,0.0980,0.0719,0.0719
145,0,in_cluster,0,7,11,4.944,9.971,0.301,4.802,5.965,0.010,-18.80,0.0711,0.0625,0.0632,0.0332,0.0387,0.1494,0.0727
146,0,in_cluster,0,7,11,5.099,9.909,0.226,5.031,5.965,0.010,-19.57,0.2300,0.0617,0.0601,0.0727,0.0617,0.1644,0.0704
147,0,in_cluster,0,7,11,4.171,8.999,0.274,3.902,5.965,0.010,-15.27,0.0348,0.0593,0.0577,0.0119,0.0261,0.2158,0.1320
148,0,valley,1,7,11,7.129,9.989,0.317,5.979,5.965,0.010,-31.98,0.2625,0.0798,0.0743,0.0664,0.1810,0.1684,0.1233
149,0,in_cluster,0,4,6,4.581,5.834,-0.034,3.031,4.426,0.000,-20.25,0.0617,0.1929,0.1644,0.1715,0.4142,0.1368,0.1146
150,0,valley,1,10,12,7.032,10.353,0.093,5.721,11.789,0.000,-31.22,0.2514,0.3028,0.2632,0.2838,0.8711,0.1383,0.5850
151,0,in_cluster,0,10,9,4.528,7.886,0.131,5.151,4.754,0.000,-16.75,0.0577,0.2925,0.2569,0.1518,0.6348,0.1486,0.2198
152,0,in_cluster,0,13,0,5.557,5.909,0.011,3.498,4.723,0.002,-26.35,0.1257,0.2498,0.2040,0.2190,0.6901,0.1747,0.2593
153,0,in_cluster,0,13,0,4.972,5.747,-0.039,2.179,4.723,0.002,-23.28,0.0838,0.1755,0.1581,0.1225,0.3826,0.0964,0.2237
154,0,in_cluster,0,15,1,5.947,8.159,0.135,3.041,5.698,0.000,-22.65,0.1273,0.1233,0.1265,0.1265,0.1621,0.1099,0.1913
155,0,in_cluster,0,15,1,5.793,8.619,0.101,3.191,5.698,0.000,-21.74,0.1407,0.1075,0.1107,0.0988,0.1194,0.1375,0.1581
156,0,in_cluster,0,15,7,6.091,7.485,0.552,4.402,6.871,0.000,-23.51,0.2285,0.0885,0.1004,0.0419,0.0395,0.2134,0.1391
157,0,in_cluster,0,3,14,2.978,12.667,0.056,2.881,6.540,0.000,-16.79,0.0648,0.2316,0.2458,0.0917,0.3668,0.2229,0.1652
158,0,in_cluster,0,3,14,3.083,13.471,-0.091,2.793,6.540,0.000,-17.11,0.1320,0.2142,0.2340,0.1083,0.4292,0.1233,0.1265
159,0,in_cluster,0,7,11,6.494,10.137,0.518,6.007,5.965,0.010,-27.66,0.1573,0.0514,0.0545,0.0964,0.0656,0.1281,0.0751
160,0,in_cluster,0,7,11,5.242,9.446,0.407,5.099,5.965,0.010,-20.31,0.0198,0.0538,0.0585,0.0253,0.0300,0.1929,0.0656
161,0,in_cluster,0,7,11,4.673,8.595,0.376,4.162,5.965,0.010,-17.49,0.0190,0.0632,0.0648,0.0206,0.0292,0.0972,0.0593
162,0,in_cluster,0,7,11,5.002,8.923,0.383,4.467,5.965,0.010,-19.08,0.0308,0.0735,0.0719,0.0427,0.0435,0.1257,0.0617
163,0,in_cluster,0,4,6,4.615,6.025,-0.040,3.298,4.426,0.000,-20.41,0.0427,0.1320,0.1296,0.2134,0.4427,0.1067,0.0585
164,0,in_cluster,0,4,12,4.665,6.121,0.186,2.776,5.355,0.000,-20.64,0.0925,0.2553,0.2166,0.2308,0.5668,0.1621,0.1202
165,0,in_cluster,0,10,2,5.156,8.194,-0.108,2.945,5.155,0.001,-19.79,0.0585,0.3067,0.2672,0.1636,0.7289,0.1897,0.1668
166,0,in_cluster,0,10,9,4.980,6.656,-0.012,4.803,4.754,0.000,-18.90,0.1202,0.2870,0.2530,0.1842,0.5984,0.1937,0.2458
167,0,in_cluster,0,13,0,3.842,5.467,0.026,2.559,4.723,0.002,-18.30,0.0719,0.2016,0.1771,0.1233,0.3628,0.1787,0.1771
168,0,in_cluster,0,13,0,4.381,6.383,0.006,3.215,4.723,0.002,-20.52,0.1130,0.1478,0.1455,0.1383,0.3344,0.1731,0.1312
169,0,in_cluster,0,15,1,4.547,8.898,-0.026,2.586,5.698,0.000,-15.30,0.0387,0.1154,0.1241,0.1217,0.1249,0.1802,0.1130
170,0,in_cluster,0,15,1,4.369,9.968,-0.123,3.543,5.698,0.000,-14.51,0.0538,0.1004,0.1099,0.1336,0.1083,0.1470,0.1036
171,0,in_cluster,0,3,14,3.248,12.790,-0.002,3.202,6.540,0.000,-17.63,0.0862,0.2300,0.2435,0.1486,0.3953,0.2253,0.1478
172,0,in_cluster,0,3,14,1.992,12.575,-0.034,2.272,6.540,0.000,-14.34,0.0300,0.2190,0.2395,0.0324,0.3107,0.2119,0.1154
173,0,in_cluster,0,7,11,4.371,9.378,0.248,3.689,5.965,0.010,-16.13,0.1281,0.0577,0.0704,0.1067,0.0917,0.1565,0.0838
