idx,label,part,valley_distinct,h,j,dh,dj,t,perp,Dhj,vr,mixlogp,LatAD_pct,USAD_pct,TranAD_pct,AE_pct,IF_pct,linres_pct,maxz_pct
34,0,in_cluster,0,8,0,5.725,8.592,0.819,3.125,4.636,0.002,-29.92,0.0625,0.1708,0.1431,0.1921,0.4134,0.1115,0.9518
35,0,in_cluster,0,1,0,4.871,11.473,0.080,5.514,9.113,0.000,-17.61,0.0704,0.1217,0.1091,0.1391,0.1779,0.1628,0.9565
36,0,valley,1,7,0,12.631,13.292,0.625,6.775,14.092,0.000,-95.62,0.2822,0.1107,0.0925,0.2933,0.3581,0.2190,0.9581
37,1,off,0,2,11,11.221,13.942,0.311,7.421,5.928,0.000,-73.32,0.3051,0.3431,0.3138,0.3257,0.6395,1.0000,0.9589
38,1,off,0,11,7,19.775,23.835,-0.666,11.055,14.226,0.000,-210.47,0.6024,0.4474,0.4016,0.7628,0.9937,1.0000,0.9779
39,1,off,0,11,2,18.113,22.048,0.725,16.397,5.928,0.000,-178.99,0.4530,0.5130,0.4071,0.7462,0.9937,1.0000,0.9779
40,1,off,0,2,11,16.409,17.080,0.413,12.563,5.928,0.000,-145.00,0.8751,0.4040,0.3802,0.6893,0.9810,1.0000,0.9810
41,1,off,0,0,7,14.922,18.009,-0.018,7.973,14.092,0.000,-123.87,0.4775,0.3320,0.3075,0.6569,0.9692,0.3470,0.9818
42,0,off,0,0,8,8.434,13.691,-0.120,7.743,4.636,0.002,-48.10,0.2269,0.2806,0.2854,0.3502,0.7510,0.2854,0.9802
43,0,valley,1,0,1,9.074,13.673,0.929,5.417,9.113,0.000,-53.71,0.1929,0.2221,0.2648,0.2925,0.4340,0.2830,0.9771
44,0,beyond,0,0,1,9.749,10.548,1.027,3.646,9.113,0.000,-59.82,0.0174,0.1826,0.2237,0.2632,0.3012,0.2798,0.9723
45,0,valley,1,1,9,7.123,7.343,0.489,2.438,8.313,0.000,-31.12,0.2292,0.1518,0.1715,0.2198,0.1028,0.2743,0.9668
46,0,in_cluster,0,2,11,6.561,11.464,0.228,3.910,5.928,0.000,-31.89,0.0680,0.2909,0.2893,0.2617,0.5739,0.2759,0.9652
47,0,in_cluster,0,2,11,6.690,11.158,0.207,3.741,5.928,0.000,-32.74,0.0696,0.2964,0.2933,0.2727,0.5810,0.2775,0.9692
48,0,valley,1,9,0,7.401,11.933,0.182,3.581,14.831,0.000,-38.70,0.2688,0.1589,0.1723,0.2522,0.2253,0.2735,0.9636
49,0,in_cluster,0,9,4,5.948,11.907,0.577,5.248,3.535,0.115,-29.01,0.1162,0.1486,0.1526,0.1858,0.1012,0.2751,0.9542
50,1,off,0,3,12,152.646,180.871,2.360,125.726,18.543,0.000,-11660.74,0.9921,0.4474,0.4213,0.9984,0.6522,0.6933,1.0000
51,1,off,0,7,11,319.502,390.219,0.968,313.636,14.226,0.000,-51056.66,0.9968,1.0000,1.0000,0.9984,0.8522,1.0000,1.0000
52,1,off,0,7,12,270.634,336.816,-0.480,241.725,4.449,0.005,-36637.25,0.9960,1.0000,1.0000,0.9992,1.0000,1.0000,1.0000
53,1,off,0,7,11,382.152,448.376,2.088,380.388,14.226,0.000,-73036.11,0.9992,0.9992,0.9992,0.9984,1.0000,1.0000,1.0000
54,0,off,0,7,11,59.728,66.382,-0.435,54.163,14.226,0.000,-1799.54,0.7723,0.2237,0.2103,0.9818,0.9336,0.3020,0.5067
55,0,valley,1,0,7,8.942,14.648,0.205,6.099,14.092,0.000,-52.52,0.1826,0.1715,0.1549,0.3178,0.6822,0.2300,0.4103
56,0,in_cluster,0,1,0,5.420,9.476,0.025,3.411,9.113,0.000,-20.44,0.0040,0.1352,0.1360,0.1866,0.2561,0.2458,0.5028
57,0,in_cluster,0,1,0,5.662,10.886,-0.049,3.523,9.113,0.000,-21.78,0.0063,0.1170,0.1170,0.1186,0.1676,0.2419,0.5360
58,0,in_cluster,0,2,9,5.241,13.904,0.035,3.767,12.161,0.000,-24.10,0.0791,0.1407,0.1415,0.3391,0.7296,0.2482,0.4783
59,0,in_cluster,0,2,9,3.593,11.275,0.090,3.306,12.161,0.000,-16.82,0.0846,0.2474,0.2538,0.1644,0.5099,0.1945,0.4791
60,0,in_cluster,0,9,0,6.155,13.387,0.096,5.550,14.831,0.000,-30.26,0.2696,0.1960,0.1976,0.3518,0.7257,0.1123,0.4538
61,0,in_cluster,0,9,4,4.881,5.922,0.710,3.635,3.535,0.115,-20.90,0.0000,0.1043,0.0980,0.0648,0.0719,0.1431,0.4609
62,0,in_cluster,0,9,4,4.555,7.181,0.727,3.716,3.535,0.115,-21.69,0.0079,0.1051,0.0941,0.0933,0.1059,0.1518,0.4727
63,0,in_cluster,0,9,4,4.529,5.622,0.806,3.558,3.535,0.115,-19.18,0.0119,0.1083,0.0901,0.0854,0.1067,0.1273,0.4451
64,0,in_cluster,0,3,13,4.217,10.590,-0.318,3.439,5.416,0.000,-19.20,0.0901,0.1660,0.1470,0.2229,0.4941,0.1312,0.4917
65,0,in_cluster,0,3,14,4.958,10.891,0.122,3.731,8.288,0.000,-22.60,0.1020,0.2838,0.2419,0.2403,0.6522,0.1423,0.5217
66,0,in_cluster,0,5,14,5.525,7.975,0.029,3.847,8.026,0.000,-21.05,0.0972,0.3146,0.2719,0.2158,0.8213,0.1328,0.4830
67,0,in_cluster,0,5,0,5.498,8.438,0.112,4.278,11.003,0.000,-20.91,0.1842,0.2972,0.2561,0.2261,0.7051,0.1407,0.4814
68,0,in_cluster,0,0,8,6.247,7.034,-0.064,3.185,4.636,0.002,-32.05,0.1383,0.2213,0.1787,0.2087,0.5123,0.0949,0.4719
69,0,in_cluster,0,0,8,6.939,8.124,-0.071,3.893,4.636,0.002,-36.61,0.1858,0.1573,0.1462,0.2277,0.4949,0.0206,0.4877
70,0,in_cluster,0,1,0,4.723,10.642,-0.007,4.319,9.113,0.000,-16.90,0.0395,0.1281,0.1249,0.1565,0.2285,0.0482,0.5249
71,0,in_cluster,0,1,0,3.966,11.448,-0.059,4.081,9.113,0.000,-13.62,0.0411,0.1146,0.1123,0.1075,0.1312,0.0609,0.5375
72,0,in_cluster,0,2,9,4.487,12.225,0.089,3.767,12.161,0.000,-20.43,0.1755,0.2561,0.2577,0.1960,0.5281,0.1162,0.5842
73,0,in_cluster,0,2,9,4.471,11.741,0.087,4.084,12.161,0.000,-20.36,0.1352,0.2545,0.2585,0.1605,0.5518,0.1012,0.5534
74,0,in_cluster,0,9,4,5.654,8.594,0.249,4.808,3.535,0.115,-27.30,0.1787,0.1059,0.1020,0.1810,0.1534,0.0395,0.5723
75,0,in_cluster,0,9,4,3.869,9.157,0.327,3.736,3.535,0.115,-18.80,0.0364,0.0964,0.0862,0.0617,0.0482,0.0941,0.5929
76,0,in_cluster,0,9,4,4.129,8.512,0.394,3.746,3.535,0.115,-19.84,0.0877,0.1020,0.0885,0.0704,0.0632,0.0838,0.5107
77,0,in_cluster,0,9,4,3.968,8.270,0.452,3.585,3.535,0.115,-19.19,0.0893,0.1115,0.0964,0.0885,0.0854,0.1209,0.6000
78,0,valley,1,2,9,7.906,13.139,0.189,4.764,12.161,0.000,-41.62,0.1739,0.1510,0.1423,0.3447,0.8237,0.1660,0.8000
79,0,valley,1,2,11,7.353,15.239,0.109,5.504,5.928,0.000,-37.40,0.1462,0.3012,0.2783,0.2798,0.9518,0.2142,0.7628
80,0,off,0,0,7,11.473,15.761,0.187,8.934,14.092,0.000,-78.35,0.4158,0.3099,0.2798,0.3968,0.9897,0.2498,0.6577
81,0,in_cluster,0,0,7,6.746,14.335,0.163,5.166,14.092,0.000,-35.29,0.1834,0.1953,0.1684,0.2719,0.8387,0.2514,0.6047
82,0,in_cluster,0,3,0,6.812,7.872,0.302,6.099,8.305,0.000,-33.51,0.2427,0.2126,0.1921,0.2585,0.6925,0.2277,0.6229
83,0,in_cluster,0,14,3,6.488,9.499,0.477,5.481,8.288,0.000,-35.32,0.2751,0.2846,0.2593,0.3423,0.9415,0.0704,0.6213
84,0,valley,1,3,14,8.046,10.190,0.101,6.112,8.288,0.000,-42.68,0.1960,0.2822,0.2490,0.2474,0.8071,0.2055,0.5755
85,0,valley,1,0,8,7.057,9.030,0.065,4.164,4.636,0.002,-37.44,0.1344,0.2443,0.1897,0.2664,0.8490,0.2221,0.5336
86,0,in_cluster,0,0,8,6.264,8.684,-0.024,3.742,4.636,0.002,-32.15,0.1265,0.1850,0.1518,0.2292,0.6040,0.1826,0.5368
87,0,in_cluster,0,1,0,3.929,10.147,0.007,4.018,9.113,0.000,-13.47,0.0798,0.1462,0.1336,0.1534,0.2150,0.0198,0.5447
88,0,in_cluster,0,1,0,4.034,10.766,-0.010,3.976,9.113,0.000,-13.89,0.1012,0.1241,0.1154,0.1621,0.2364,0.0079,0.5478
89,0,in_cluster,0,9,1,5.990,7.152,0.296,3.677,8.313,0.000,-29.14,0.2324,0.1099,0.0988,0.1478,0.1257,0.1613,0.5233
90,0,in_cluster,0,2,9,4.974,12.571,0.028,3.961,12.161,0.000,-22.73,0.2213,0.2466,0.2451,0.1668,0.4767,0.0759,0.4980
91,0,in_cluster,0,2,9,4.122,11.653,0.076,3.770,12.161,0.000,-18.86,0.1043,0.2395,0.2403,0.1020,0.4522,0.0340,0.5170
92,0,in_cluster,0,9,4,5.207,9.252,0.424,4.168,3.535,0.115,-24.87,0.2490,0.0909,0.0735,0.1202,0.0775,0.0466,0.5320
93,0,in_cluster,0,9,4,4.495,8.262,0.488,3.820,3.535,0.115,-21.42,0.0775,0.0901,0.0680,0.0862,0.0680,0.0862,0.5684
94,0,in_cluster,0,9,4,4.309,8.229,0.486,3.744,3.535,0.115,-20.60,0.1328,0.0925,0.0711,0.1004,0.0577,0.0071,0.5747
95,0,in_cluster,0,9,4,4.653,8.990,0.406,4.294,3.535,0.115,-22.14,0.2071,0.1067,0.0830,0.1154,0.1036,0.0087,0.6111
96,0,valley,1,2,11,7.458,15.015,0.194,5.505,5.928,0.000,-38.18,0.2332,0.2719,0.2609,0.2704,0.9265,0.0522,0.6482
97,0,in_cluster,0,2,11,6.106,13.668,0.261,5.219,5.928,0.000,-29.01,0.0980,0.3059,0.2814,0.2759,0.9486,0.2403,0.6538
98,0,valley,1,0,7,11.123,12.894,0.280,5.753,14.092,0.000,-74.39,0.2063,0.1937,0.1621,0.2870,0.8285,0.2640,0.7123
99,0,valley,1,0,7,7.855,12.879,0.253,5.103,14.092,0.000,-43.39,0.1708,0.1976,0.1700,0.2680,0.7407,0.2561,0.8095
100,0,valley,1,3,14,8.148,8.485,0.174,5.992,8.288,0.000,-43.50,0.1731,0.2435,0.2087,0.2688,0.8079,0.1304,0.8071
101,0,valley,1,3,14,7.298,8.533,0.251,5.297,8.288,0.000,-36.94,0.1209,0.2783,0.2482,0.2395,0.8545,0.1652,0.6680
102,0,in_cluster,0,5,0,6.590,9.345,0.137,5.284,11.003,0.000,-27.50,0.1399,0.2632,0.2111,0.2332,0.7012,0.2269,0.6103
103,0,valley,1,0,8,8.180,9.693,0.107,4.770,4.636,0.002,-45.99,0.1802,0.1881,0.1534,0.2419,0.6814,0.2071,0.6221
104,0,valley,1,8,0,8.690,8.739,0.927,4.495,4.636,0.002,-50.27,0.1945,0.1470,0.1320,0.2427,0.5202,0.0119,0.6364
105,0,in_cluster,0,1,0,5.626,12.108,0.004,5.330,9.113,0.000,-21.58,0.1004,0.1186,0.1075,0.1802,0.2498,0.0032,0.6435
106,0,in_cluster,0,1,7,4.760,12.036,0.111,4.268,7.438,0.000,-17.08,0.1494,0.1036,0.0870,0.1123,0.1202,0.0285,0.6356
107,0,in_cluster,0,2,9,4.630,11.800,0.120,3.895,12.161,0.000,-21.09,0.1581,0.2292,0.2300,0.1708,0.4458,0.0364,0.6150
108,0,in_cluster,0,2,9,5.124,10.945,0.126,4.250,12.161,0.000,-23.50,0.1336,0.2253,0.2364,0.1462,0.4538,0.0111,0.5605
109,0,in_cluster,0,9,4,5.383,8.470,0.194,4.595,3.535,0.115,-25.81,0.2411,0.0806,0.0656,0.1794,0.1510,0.1028,0.4949
110,0,in_cluster,0,9,4,3.982,8.221,0.486,3.676,3.535,0.115,-19.25,0.1115,0.0719,0.0498,0.0672,0.0466,0.0213,0.4024
111,0,in_cluster,0,9,4,4.031,6.241,0.680,3.311,3.535,0.115,-19.41,0.1075,0.0704,0.0458,0.0751,0.0601,0.0063,0.2514
112,0,in_cluster,0,9,4,3.982,7.142,0.432,3.640,3.535,0.115,-19.24,0.1415,0.0791,0.0569,0.0925,0.0696,0.0166,0.1462
113,0,in_cluster,0,2,11,6.808,14.073,0.256,5.157,5.928,0.000,-33.54,0.1518,0.1249,0.1202,0.3455,0.7597,0.0632,0.1375
114,0,in_cluster,0,2,11,5.319,14.486,0.149,5.140,5.928,0.000,-24.51,0.0743,0.2814,0.2680,0.2593,0.9344,0.2008,0.1360
115,0,off,0,0,7,11.761,15.029,0.193,8.823,14.092,0.000,-81.70,0.3866,0.2933,0.2688,0.3984,0.9921,0.2553,0.1194
116,0,in_cluster,0,0,7,6.543,13.303,0.229,5.422,14.092,0.000,-33.94,0.1913,0.1597,0.1478,0.2538,0.7700,0.2577,0.1004
117,0,in_cluster,0,3,0,5.956,7.427,0.263,5.257,8.305,0.000,-28.05,0.2372,0.1810,0.1628,0.2458,0.6411,0.2451,0.1296
118,0,valley,1,14,3,7.015,9.295,0.407,5.346,8.288,0.000,-38.88,0.2680,0.2617,0.2269,0.3486,0.9249,0.1178,0.6419
119,0,in_cluster,0,3,14,5.951,8.409,0.118,4.865,8.288,0.000,-28.02,0.1921,0.2585,0.2206,0.2055,0.6830,0.2435,0.1589
120,0,in_cluster,0,0,8,4.255,7.816,-0.006,3.231,4.636,0.002,-21.59,0.0830,0.2063,0.1708,0.2387,0.7723,0.2530,0.1621
121,0,in_cluster,0,0,8,4.925,8.338,-0.058,3.536,4.636,0.002,-24.66,0.0735,0.1565,0.1439,0.1779,0.5320,0.2316,0.1455
122,0,in_cluster,0,1,0,4.256,8.726,0.062,3.420,9.113,0.000,-14.81,0.0964,0.1202,0.1209,0.1455,0.1953,0.1549,0.1399
123,0,in_cluster,0,1,0,4.331,9.817,-0.026,2.891,9.113,0.000,-15.13,0.0767,0.1028,0.1028,0.0877,0.1241,0.1296,0.1755
124,0,in_cluster,0,9,4,5.358,5.455,0.942,4.379,3.535,0.115,-18.34,0.1850,0.0727,0.0727,0.0261,0.0364,0.2087,0.1787
125,0,in_cluster,0,2,11,4.237,13.136,0.247,3.524,5.928,0.000,-19.34,0.1534,0.2206,0.2348,0.1043,0.4032,0.0791,0.1565
126,0,in_cluster,0,2,9,4.056,11.727,0.118,4.154,12.161,0.000,-18.59,0.0822,0.2150,0.2285,0.0822,0.4356,0.0957,0.1217
127,0,in_cluster,0,4,9,4.942,5.869,-0.104,4.390,3.535,0.115,-15.68,0.2016,0.0585,0.0553,0.1146,0.1075,0.0933,0.1067
128,0,in_cluster,0,4,9,4.298,4.759,0.108,3.574,3.535,0.115,-12.70,0.0458,0.0553,0.0514,0.0237,0.0316,0.1439,0.1249
129,0,in_cluster,0,4,9,4.158,5.031,0.013,3.715,3.535,0.115,-12.11,0.0569,0.0648,0.0609,0.0245,0.0411,0.0411,0.1012
130,0,in_cluster,0,4,9,4.010,5.204,-0.037,3.786,3.535,0.115,-11.51,0.0656,0.0775,0.0688,0.0458,0.0609,0.0174,0.1470
131,0,in_cluster,0,2,11,5.526,15.009,0.177,4.825,5.928,0.000,-25.63,0.1818,0.2530,0.2553,0.2451,0.9051,0.1344,0.1486
132,0,in_cluster,0,2,11,4.772,14.246,0.202,4.863,5.928,0.000,-21.75,0.0229,0.2949,0.2735,0.2506,0.9352,0.2372,0.0988
133,0,in_cluster,0,0,7,5.961,13.376,0.195,4.059,14.092,0.000,-30.30,0.1723,0.1794,0.1565,0.2577,0.7194,0.2601,0.0798
134,0,in_cluster,0,0,7,5.573,13.820,0.190,4.904,14.092,0.000,-28.07,0.1241,0.1842,0.1613,0.2443,0.6917,0.2545,0.0814
135,0,in_cluster,0,3,14,6.168,9.565,0.103,6.185,8.288,0.000,-29.33,0.1391,0.2198,0.1937,0.2356,0.7083,0.2387,0.1866
136,0,in_cluster,0,3,14,4.988,8.554,0.127,4.505,8.288,0.000,-22.75,0.0949,0.2656,0.2356,0.2071,0.7494,0.2490,0.1557
137,0,in_cluster,0,5,0,6.669,8.451,0.075,4.441,11.003,0.000,-28.03,0.1099,0.2490,0.2016,0.1937,0.5858,0.2609,0.1763
138,0,in_cluster,0,0,8,5.100,8.846,-0.028,3.535,4.636,0.002,-25.54,0.0632,0.1787,0.1502,0.1771,0.5526,0.2593,0.1518
139,0,in_cluster,0,0,8,4.162,7.325,-0.104,2.817,4.636,0.002,-21.20,0.1470,0.1289,0.1312,0.1526,0.3960,0.2356,0.1383
140,0,in_cluster,0,1,0,4.321,10.167,-0.061,4.380,9.113,0.000,-15.09,0.0372,0.1130,0.1130,0.1051,0.1565,0.2237,0.1099
141,0,in_cluster,0,1,0,4.396,10.671,-0.078,3.518,9.113,0.000,-15.41,0.0909,0.0980,0.1036,0.0632,0.1383,0.1905,0.0822
142,0,in_cluster,0,2,9,4.488,13.658,0.064,4.424,12.161,0.000,-20.44,0.1170,0.2387,0.2466,0.1684,0.5028,0.1889,0.2277
143,0,in_cluster,0,2,9,3.490,12.442,0.053,3.409,12.161,0.000,-16.45,0.0601,0.2324,0.2411,0.0538,0.3787,0.0617,0.1241
144,0,in_cluster,0,4,9,4.571,5.432,0.092,4.103,3.535,0.115,-13.92,0.2158,0.0696,0.0759,0.0759,0.0980,0.0719,0.0719
145,0,in_cluster,0,4,9,4.375,5.815,-0.044,4.458,3.535,0.115,-13.04,0.0711,0.0625,0.0632,0.0332,0.0387,0.1494,0.0727
146,0,in_cluster,0,4,9,5.232,5.835,-0.174,4.658,3.535,0.115,-17.15,0.2300,0.0617,0.0601,0.0727,0.0617,0.1644,0.0704
147,0,in_cluster,0,4,9,4.070,4.831,0.020,3.572,3.535,0.115,-11.75,0.0348,0.0593,0.0577,0.0119,0.0261,0.2158,0.1320
148,0,in_cluster,0,9,3,4.819,10.299,0.121,4.624,10.751,0.000,-22.93,0.2625,0.0798,0.0743,0.0664,0.1810,0.1684,0.1233
149,0,in_cluster,0,3,13,4.650,8.425,-0.047,3.096,5.416,0.000,-21.12,0.0617,0.1929,0.1644,0.1715,0.4142,0.1368,0.1146
150,0,in_cluster,0,14,10,6.952,10.535,0.280,5.069,7.270,0.000,-38.44,0.2514,0.3028,0.2632,0.2838,0.8711,0.1383,0.5850
151,0,in_cluster,0,5,10,4.579,8.736,-0.106,3.384,5.220,0.000,-16.27,0.0577,0.2925,0.2569,0.1518,0.6348,0.1486,0.2198
152,0,in_cluster,0,0,8,4.592,5.799,-0.008,3.189,4.636,0.002,-23.08,0.1257,0.2498,0.2040,0.2190,0.6901,0.1747,0.2593
153,0,in_cluster,0,0,8,4.512,5.659,-0.050,2.214,4.636,0.002,-22.72,0.0838,0.1755,0.1581,0.1225,0.3826,0.0964,0.2237
154,0,in_cluster,0,1,0,4.023,9.115,0.029,3.816,9.113,0.000,-13.84,0.1273,0.1233,0.1265,0.1265,0.1621,0.1099,0.1913
155,0,in_cluster,0,1,0,4.555,10.449,-0.095,4.155,9.113,0.000,-16.13,0.1407,0.1075,0.1107,0.0988,0.1194,0.1375,0.1581
156,0,in_cluster,0,9,4,5.788,6.071,1.198,4.578,3.535,0.115,-21.89,0.2285,0.0885,0.1004,0.0419,0.0395,0.2134,0.1391
157,0,in_cluster,0,2,9,3.909,12.082,0.062,3.938,12.161,0.000,-18.01,0.0648,0.2316,0.2458,0.0917,0.3668,0.2229,0.1652
158,0,in_cluster,0,2,11,4.004,11.877,0.300,2.943,5.928,0.000,-18.38,0.1320,0.2142,0.2340,0.1083,0.4292,0.1233,0.1265
159,0,in_cluster,0,4,9,6.207,6.945,-0.111,5.592,3.535,0.115,-22.73,0.1573,0.0514,0.0545,0.0964,0.0656,0.1281,0.0751
160,0,in_cluster,0,4,9,5.270,6.149,-0.148,4.772,3.535,0.115,-17.35,0.0198,0.0538,0.0585,0.0253,0.0300,0.1929,0.0656
161,0,in_cluster,0,4,9,4.939,5.445,-0.164,3.919,3.535,0.115,-15.66,0.0190,0.0632,0.0648,0.0206,0.0292,0.0972,0.0593
162,0,in_cluster,0,4,9,4.428,5.734,-0.141,4.244,3.535,0.115,-13.27,0.0308,0.0735,0.0719,0.0427,0.0435,0.1257,0.0617
163,0,in_cluster,0,3,13,4.642,8.237,-0.054,3.328,5.416,0.000,-21.08,0.0427,0.1320,0.1296,0.2134,0.4427,0.1067,0.0585
164,0,in_cluster,0,3,13,4.590,9.212,-0.040,3.197,5.416,0.000,-20.84,0.0925,0.2553,0.2166,0.2308,0.5668,0.1621,0.1202
165,0,in_cluster,0,5,14,5.054,6.557,0.212,3.251,8.026,0.000,-18.56,0.0585,0.3067,0.2672,0.1636,0.7289,0.1897,0.1668
166,0,in_cluster,0,5,10,5.144,7.905,-0.125,3.452,5.220,0.000,-19.02,0.1202,0.2870,0.2530,0.1842,0.5984,0.1937,0.2458
167,0,in_cluster,0,0,8,3.742,5.373,-0.003,2.467,4.636,0.002,-19.54,0.0719,0.2016,0.1771,0.1233,0.3628,0.1787,0.1771
168,0,in_cluster,0,0,8,4.504,6.277,0.000,3.271,4.636,0.002,-22.68,0.1130,0.1478,0.1455,0.1383,0.3344,0.1731,0.1312
169,0,in_cluster,0,1,0,3.638,9.541,-0.043,3.208,9.113,0.000,-12.37,0.0387,0.1154,0.1241,0.1217,0.1249,0.1802,0.1130
170,0,in_cluster,0,1,0,4.360,11.269,-0.107,3.808,9.113,0.000,-15.26,0.0538,0.1004,0.1099,0.1336,0.1083,0.1470,0.1036
171,0,in_cluster,0,2,11,3.725,12.280,0.295,3.231,5.928,0.000,-17.31,0.0862,0.2300,0.2435,0.1486,0.3953,0.2253,0.1478
172,0,in_cluster,0,2,11,2.793,11.409,0.305,2.207,5.928,0.000,-14.27,0.0300,0.2190,0.2395,0.0324,0.3107,0.2119,0.1154
173,0,in_cluster,0,9,4,4.421,5.062,0.775,3.383,3.535,0.115,-16.27,0.1281,0.0577,0.0704,0.1067,0.0917,0.1565,0.0838
