idx,label,part,valley_distinct,h,j,dh,dj,t,perp,Dhj,vr,mixlogp,LatAD_pct,USAD_pct,TranAD_pct,AE_pct,IF_pct,linres_pct,maxz_pct
17,1,valley,1,0,12,9.887,10.425,0.921,6.218,5.110,0.000,-60.25,0.0901,0.3004,0.2648,0.2079,0.6237,0.2553,0.9360
18,0,valley,1,9,2,9.834,9.835,0.331,5.192,4.664,0.003,-60.65,0.1881,0.2348,0.1968,0.2348,0.6949,0.1692,0.9209
19,0,in_cluster,0,2,9,5.525,8.833,0.785,3.410,4.664,0.003,-29.09,0.0253,0.1178,0.1138,0.2079,0.3945,0.0538,0.9225
20,1,in_cluster,0,13,9,5.875,12.018,-0.007,5.913,9.234,0.000,-21.86,0.0032,0.0727,0.0640,0.0846,0.0806,0.0229,0.9336
21,1,in_cluster,0,13,7,5.600,11.756,0.183,2.571,11.948,0.000,-20.28,0.0119,0.0435,0.0364,0.0609,0.0482,0.0656,0.9360
22,1,valley,1,4,13,7.116,7.208,0.387,6.184,8.319,0.000,-29.83,0.0206,0.0379,0.0285,0.0419,0.0277,0.1107,0.9336
23,1,off,0,8,15,10.769,12.191,0.145,8.489,5.030,0.001,-67.90,0.2490,0.2625,0.3020,0.4609,0.7391,0.5059,0.9415
24,1,off,0,8,6,12.887,16.077,0.236,9.044,12.800,0.000,-92.94,0.2466,0.3352,0.3407,0.3644,0.9202,0.5739,0.9447
25,1,off,0,9,7,13.232,14.110,0.352,9.299,14.583,0.000,-100.08,0.4372,0.2625,0.2648,0.3929,0.9368,0.2609,0.9415
26,1,off,0,9,2,10.385,13.620,0.409,8.053,4.664,0.003,-66.46,0.2617,0.1502,0.1534,0.3194,0.4656,0.1676,0.9399
27,1,off,0,9,2,11.125,13.066,0.362,8.153,4.664,0.003,-74.42,0.2711,0.0877,0.0901,0.2806,0.3834,0.2609,0.9431
28,0,valley,1,4,13,7.269,7.340,0.344,5.352,8.319,0.000,-30.87,0.0957,0.0759,0.0783,0.1360,0.0640,0.2672,0.9470
29,0,valley,1,4,13,7.229,8.916,0.257,5.637,8.319,0.000,-31.30,0.0814,0.0854,0.0814,0.1549,0.0941,0.2696,0.9455
30,0,valley,1,7,9,11.238,13.379,0.595,4.826,14.583,0.000,-79.06,0.3146,0.1368,0.1375,0.2063,0.3913,0.2625,0.9486
31,0,beyond,0,5,7,8.198,13.592,-0.079,6.422,7.611,0.000,-46.95,0.1597,0.2174,0.1858,0.2530,0.7455,0.2506,0.9478
32,0,off,0,0,7,12.597,13.086,0.374,9.503,13.429,0.000,-90.97,0.2403,0.2711,0.2221,0.2213,0.6877,0.1818,0.9447
33,0,in_cluster,0,2,9,6.334,9.278,0.799,3.708,4.664,0.003,-33.89,0.0988,0.2593,0.1960,0.2711,0.7542,0.1186,0.9462
34,0,in_cluster,0,2,9,5.713,8.597,0.820,3.083,4.664,0.003,-30.15,0.0625,0.1708,0.1431,0.1921,0.4134,0.1115,0.9518
35,0,in_cluster,0,13,9,6.164,11.479,0.103,6.381,9.234,0.000,-23.60,0.0704,0.1217,0.1091,0.1391,0.1779,0.1628,0.9565
36,0,valley,1,7,9,12.708,13.298,0.620,6.457,14.583,0.000,-96.65,0.2822,0.1107,0.0925,0.2933,0.3581,0.2190,0.9581
37,1,off,0,8,15,11.417,12.586,-0.178,8.902,5.030,0.001,-75.08,0.3051,0.3431,0.3138,0.3257,0.6395,1.0000,0.9589
38,1,off,0,6,7,22.020,22.671,-0.698,12.659,13.339,0.000,-256.97,0.6024,0.4474,0.4016,0.7628,0.9937,1.0000,0.9779
39,1,off,0,6,8,21.024,21.974,0.852,15.387,12.800,0.000,-235.54,0.4530,0.5130,0.4071,0.7462,0.9937,1.0000,0.9779
40,1,off,0,8,9,15.792,19.504,0.155,8.917,19.628,0.000,-134.60,0.8751,0.4040,0.3802,0.6893,0.9810,1.0000,0.9810
41,1,off,0,9,2,14.926,18.582,0.059,12.144,4.664,0.003,-123.92,0.4775,0.3320,0.3075,0.6569,0.9692,0.3470,0.9818
42,0,off,0,9,2,8.435,13.628,-0.126,7.553,4.664,0.003,-48.11,0.2269,0.2806,0.2854,0.3502,0.7510,0.2854,0.9802
43,0,valley,1,9,10,9.074,11.338,0.639,5.364,12.231,0.000,-53.70,0.1929,0.2221,0.2648,0.2925,0.4340,0.2830,0.9771
44,0,valley,1,9,13,9.752,9.960,0.999,4.254,9.234,0.000,-54.20,0.0174,0.1826,0.2237,0.2632,0.3012,0.2798,0.9723
45,0,in_cluster,0,4,13,6.884,7.156,0.477,3.892,8.319,0.000,-28.63,0.2292,0.1518,0.1715,0.2198,0.1028,0.2743,0.9668
46,0,in_cluster,0,8,6,6.187,15.625,0.133,3.368,12.800,0.000,-29.04,0.0680,0.2909,0.2893,0.2617,0.5739,0.2759,0.9652
47,0,in_cluster,0,8,15,6.514,14.867,-0.199,6.655,5.030,0.001,-31.12,0.0696,0.2964,0.2933,0.2727,0.5810,0.2775,0.9692
48,0,valley,1,4,9,7.565,11.939,0.172,4.251,16.674,0.000,-33.78,0.2688,0.1589,0.1723,0.2522,0.2253,0.2735,0.9636
49,0,in_cluster,0,4,10,6.210,12.387,-0.176,5.309,6.238,0.000,-24.44,0.1162,0.1486,0.1526,0.1858,0.1012,0.2751,0.9542
50,1,off,0,11,5,149.978,182.581,-0.836,152.598,4.649,0.002,-11257.64,0.9921,0.4474,0.4213,0.9984,0.6522,0.6933,1.0000
51,1,off,0,7,6,315.051,444.428,2.446,303.327,13.339,0.000,-49644.38,0.9968,1.0000,1.0000,0.9984,0.8522,1.0000,1.0000
52,1,off,0,7,1,267.175,356.340,4.972,235.535,4.391,0.026,-35707.18,0.9960,1.0000,1.0000,0.9992,1.0000,1.0000,1.0000
53,1,off,0,7,6,361.380,525.265,3.628,358.137,13.339,0.000,-65313.75,0.9992,0.9992,0.9992,0.9984,1.0000,1.0000,1.0000
54,0,off,0,7,6,54.277,70.540,-0.177,48.991,13.339,0.000,-1488.91,0.7723,0.2237,0.2103,0.9818,0.9336,0.3020,0.5067
55,0,off,0,9,2,8.945,13.105,0.128,7.137,4.664,0.003,-52.54,0.1826,0.1715,0.1549,0.3178,0.6822,0.2300,0.4103
56,0,valley,1,13,9,7.162,9.480,0.050,3.805,9.234,0.000,-30.25,0.0040,0.1352,0.1360,0.1866,0.2561,0.2458,0.5028
57,0,in_cluster,0,13,9,6.766,10.891,-0.033,3.800,9.234,0.000,-27.49,0.0063,0.1170,0.1170,0.1186,0.1676,0.2419,0.5360
58,0,in_cluster,0,8,15,5.132,11.710,-0.310,4.902,5.030,0.001,-23.07,0.0791,0.1407,0.1415,0.3391,0.7296,0.2482,0.4783
59,0,in_cluster,0,8,15,3.576,9.911,-0.295,2.852,5.030,0.001,-16.30,0.0846,0.2474,0.2538,0.1644,0.5099,0.1945,0.4791
60,0,valley,1,3,8,7.425,13.277,0.328,5.076,11.253,0.000,-38.20,0.2696,0.1960,0.1976,0.3518,0.7257,0.1123,0.4538
61,0,in_cluster,0,4,11,4.156,12.187,0.024,3.477,11.728,0.000,-13.80,0.0000,0.1043,0.0980,0.0648,0.0719,0.1431,0.4609
62,0,in_cluster,0,4,11,4.865,13.496,-0.029,3.962,11.728,0.000,-17.00,0.0079,0.1051,0.0941,0.0933,0.1059,0.1518,0.4727
63,0,in_cluster,0,4,10,4.352,13.108,-0.180,3.956,6.238,0.000,-14.63,0.0119,0.1083,0.0901,0.0854,0.1067,0.1273,0.4451
64,0,in_cluster,0,11,5,5.410,7.071,-0.216,3.449,4.649,0.002,-25.57,0.0901,0.1660,0.1470,0.2229,0.4941,0.1312,0.4917
65,0,in_cluster,0,11,5,6.049,7.198,-0.206,3.434,4.649,0.002,-29.24,0.1020,0.2838,0.2419,0.2403,0.6522,0.1423,0.5217
66,0,in_cluster,0,12,0,5.292,10.340,-0.303,3.873,5.110,0.000,-21.40,0.0972,0.3146,0.2719,0.2158,0.8213,0.1328,0.4830
67,0,in_cluster,0,12,9,5.131,8.437,0.136,4.211,10.641,0.000,-20.56,0.1842,0.2972,0.2561,0.2261,0.7051,0.1407,0.4814
68,0,in_cluster,0,9,2,6.251,6.904,-0.063,3.179,4.664,0.003,-32.07,0.1383,0.2213,0.1787,0.2087,0.5123,0.0949,0.4719
69,0,beyond,0,9,2,6.944,7.897,-0.069,3.904,4.664,0.003,-36.64,0.1858,0.1573,0.1462,0.2277,0.4949,0.0206,0.4877
70,0,in_cluster,0,13,9,5.475,10.647,0.022,4.833,9.234,0.000,-19.59,0.0395,0.1281,0.1249,0.1565,0.2285,0.0482,0.5249
71,0,in_cluster,0,13,9,4.680,11.453,-0.041,4.577,9.234,0.000,-15.55,0.0411,0.1146,0.1123,0.1075,0.1312,0.0609,0.5375
72,0,in_cluster,0,8,15,4.688,9.980,-0.344,3.744,5.030,0.001,-20.90,0.1755,0.2561,0.2577,0.1960,0.5281,0.1162,0.5842
73,0,in_cluster,0,8,15,4.821,9.955,-0.284,3.644,5.030,0.001,-21.53,0.1352,0.2545,0.2585,0.1605,0.5518,0.1012,0.5534
74,0,in_cluster,0,4,3,5.545,8.095,0.239,4.911,8.544,0.000,-20.53,0.1787,0.1059,0.1020,0.1810,0.1534,0.0395,0.5723
75,0,in_cluster,0,4,7,4.927,12.722,0.137,3.213,11.534,0.000,-17.30,0.0364,0.0964,0.0862,0.0617,0.0482,0.0941,0.5929
76,0,in_cluster,0,4,7,4.848,12.633,0.160,3.824,11.534,0.000,-16.91,0.0877,0.1020,0.0885,0.0704,0.0632,0.0838,0.5107
77,0,in_cluster,0,4,7,4.591,12.925,0.137,3.745,11.534,0.000,-15.70,0.0893,0.1115,0.0964,0.0885,0.0854,0.1209,0.6000
78,0,valley,1,8,7,7.271,15.175,0.164,3.996,17.185,0.000,-36.34,0.1739,0.1510,0.1423,0.3447,0.8237,0.1660,0.8000
79,0,valley,1,8,7,7.769,16.615,0.073,4.936,17.185,0.000,-40.09,0.1462,0.3012,0.2783,0.2798,0.9518,0.2142,0.7628
80,0,off,0,9,7,11.476,16.225,0.184,9.073,14.583,0.000,-78.38,0.4158,0.3099,0.2798,0.3968,0.9897,0.2498,0.6577
81,0,in_cluster,0,9,7,6.750,14.565,0.168,5.012,14.583,0.000,-35.32,0.1834,0.1953,0.1684,0.2719,0.8387,0.2514,0.6047
82,0,off,0,9,11,7.875,10.118,0.714,7.054,8.242,0.000,-43.55,0.2427,0.2126,0.1921,0.2585,0.6925,0.2277,0.6229
83,0,valley,1,11,5,8.253,16.184,0.080,6.077,4.649,0.002,-45.00,0.2751,0.2846,0.2593,0.3423,0.9415,0.0704,0.6213
84,0,off,0,11,9,12.204,14.118,0.207,9.070,8.242,0.000,-85.41,0.1960,0.2822,0.2490,0.2474,0.8071,0.2055,0.5755
85,0,valley,1,9,2,7.059,8.276,0.068,4.159,4.664,0.003,-37.45,0.1344,0.2443,0.1897,0.2664,0.8490,0.2221,0.5336
86,0,in_cluster,0,9,2,6.268,8.017,-0.020,3.727,4.664,0.003,-32.18,0.1265,0.1850,0.1518,0.2292,0.6040,0.1826,0.5368
87,0,in_cluster,0,13,9,4.850,10.152,0.027,4.450,9.234,0.000,-16.36,0.0798,0.1462,0.1336,0.1534,0.2150,0.0198,0.5447
88,0,in_cluster,0,13,9,5.056,10.771,0.016,4.691,9.234,0.000,-17.38,0.1012,0.1241,0.1154,0.1621,0.2364,0.0079,0.5478
89,0,in_cluster,0,4,13,6.454,7.873,0.356,5.179,8.319,0.000,-25.99,0.2324,0.1099,0.0988,0.1478,0.1257,0.1613,0.5233
90,0,in_cluster,0,8,15,5.439,10.057,-0.276,3.903,5.030,0.001,-24.70,0.2213,0.2466,0.2451,0.1668,0.4767,0.0759,0.4980
91,0,in_cluster,0,8,15,4.673,9.044,-0.170,3.206,5.030,0.001,-20.83,0.1043,0.2395,0.2403,0.1020,0.4522,0.0340,0.5170
92,0,in_cluster,0,4,3,5.323,10.535,0.043,4.063,8.544,0.000,-19.33,0.2490,0.0909,0.0735,0.1202,0.0775,0.0466,0.5320
93,0,in_cluster,0,4,7,4.657,12.512,0.172,3.951,11.534,0.000,-16.01,0.0775,0.0901,0.0680,0.0862,0.0680,0.0862,0.5684
94,0,in_cluster,0,4,7,4.928,12.031,0.208,3.970,11.534,0.000,-17.31,0.1328,0.0925,0.0711,0.1004,0.0577,0.0071,0.5747
95,0,in_cluster,0,4,7,5.371,11.665,0.232,4.031,11.534,0.000,-19.58,0.2071,0.1067,0.0830,0.1154,0.1036,0.0087,0.6111
96,0,valley,1,8,7,7.745,14.730,0.159,5.278,17.185,0.000,-39.90,0.2332,0.2719,0.2609,0.2704,0.9265,0.0522,0.6482
97,0,in_cluster,0,8,7,6.434,15.370,0.147,5.126,17.185,0.000,-30.60,0.0980,0.3059,0.2814,0.2759,0.9486,0.2403,0.6538
98,0,valley,1,9,7,11.128,13.373,0.264,5.735,14.583,0.000,-74.45,0.2063,0.1937,0.1621,0.2870,0.8285,0.2640,0.7123
99,0,valley,1,9,7,7.858,12.687,0.265,4.843,14.583,0.000,-43.41,0.1708,0.1976,0.1700,0.2680,0.7407,0.2561,0.8095
100,0,valley,1,11,7,10.831,14.825,0.109,5.088,14.245,0.000,-69.60,0.1731,0.2435,0.2087,0.2688,0.8079,0.1304,0.8071
101,0,valley,1,11,7,11.222,13.785,0.224,5.113,14.245,0.000,-73.91,0.1209,0.2783,0.2482,0.2395,0.8545,0.1652,0.6680
102,0,in_cluster,0,12,9,5.816,9.344,0.165,5.236,10.641,0.000,-24.31,0.1399,0.2632,0.2111,0.2332,0.7012,0.2269,0.6103
103,0,valley,1,9,2,8.182,8.952,0.110,4.760,4.664,0.003,-46.01,0.1802,0.1881,0.1534,0.2419,0.6814,0.2071,0.6221
104,0,valley,1,2,9,8.387,8.744,0.925,4.507,4.664,0.003,-48.84,0.1945,0.1470,0.1320,0.2427,0.5202,0.0119,0.6364
105,0,in_cluster,0,13,9,6.721,12.113,0.048,6.410,9.234,0.000,-27.19,0.1004,0.1186,0.1075,0.1802,0.2498,0.0032,0.6435
106,0,in_cluster,0,13,7,5.909,11.891,0.237,4.336,11.948,0.000,-22.06,0.1494,0.1036,0.0870,0.1123,0.1202,0.0285,0.6356
107,0,in_cluster,0,8,15,4.911,9.453,-0.244,3.960,5.030,0.001,-21.96,0.1581,0.2292,0.2300,0.1708,0.4458,0.0364,0.6150
108,0,in_cluster,0,8,15,5.552,9.434,-0.205,4.268,5.030,0.001,-25.32,0.1336,0.2253,0.2364,0.1462,0.4538,0.0111,0.5605
109,0,in_cluster,0,4,3,5.482,8.967,0.201,4.876,8.544,0.000,-20.19,0.2411,0.0806,0.0656,0.1794,0.1510,0.1028,0.4949
110,0,in_cluster,0,4,7,4.348,11.846,0.195,3.350,11.534,0.000,-14.62,0.1115,0.0719,0.0498,0.0672,0.0466,0.0213,0.4024
111,0,in_cluster,0,4,7,3.489,11.742,0.195,3.293,11.534,0.000,-11.25,0.1075,0.0704,0.0458,0.0751,0.0601,0.0063,0.2514
112,0,in_cluster,0,4,7,4.638,11.250,0.234,3.284,11.534,0.000,-15.92,0.1415,0.0791,0.0569,0.0925,0.0696,0.0166,0.1462
113,0,in_cluster,0,8,7,6.206,14.756,0.162,3.965,17.185,0.000,-29.16,0.1518,0.1249,0.1202,0.3455,0.7597,0.0632,0.1375
114,0,in_cluster,0,8,7,5.579,15.607,0.120,4.765,17.185,0.000,-25.47,0.0743,0.2814,0.2680,0.2593,0.9344,0.2008,0.1360
115,0,off,0,9,7,11.767,16.115,0.179,8.975,14.583,0.000,-81.77,0.3866,0.2933,0.2688,0.3984,0.9921,0.2553,0.1194
116,0,in_cluster,0,9,7,6.545,13.694,0.234,5.240,14.583,0.000,-33.96,0.1913,0.1597,0.1478,0.2538,0.7700,0.2577,0.1004
117,0,valley,1,9,11,7.429,8.158,0.746,5.802,8.242,0.000,-40.11,0.2372,0.1810,0.1628,0.2458,0.6411,0.2451,0.1296
118,0,in_cluster,0,11,5,6.010,16.353,0.126,5.974,4.649,0.002,-29.00,0.2680,0.2617,0.2269,0.3486,0.9249,0.1178,0.6419
119,0,in_cluster,0,11,9,6.815,9.572,0.256,5.315,8.242,0.000,-34.16,0.1921,0.2585,0.2206,0.2055,0.6830,0.2435,0.1589
120,0,in_cluster,0,9,2,4.253,7.397,-0.004,3.221,4.664,0.003,-21.58,0.0830,0.2063,0.1708,0.2387,0.7723,0.2530,0.1621
121,0,in_cluster,0,9,2,4.925,7.926,-0.055,3.522,4.664,0.003,-24.66,0.0735,0.1565,0.1439,0.1779,0.5320,0.2316,0.1455
122,0,in_cluster,0,13,9,6.091,8.728,0.103,4.137,9.234,0.000,-23.15,0.0964,0.1202,0.1209,0.1455,0.1953,0.1549,0.1399
123,0,in_cluster,0,13,9,4.949,9.821,0.007,3.456,9.234,0.000,-16.85,0.0767,0.1028,0.1028,0.0877,0.1241,0.1296,0.1755
124,0,in_cluster,0,4,13,5.058,6.299,0.364,4.059,8.319,0.000,-17.95,0.1850,0.0727,0.0727,0.0261,0.0364,0.2087,0.1787
125,0,in_cluster,0,8,15,4.123,8.982,-0.174,3.488,5.030,0.001,-18.41,0.1534,0.2206,0.2348,0.1043,0.4032,0.0791,0.1565
126,0,in_cluster,0,8,15,4.201,8.707,-0.112,3.278,5.030,0.001,-18.73,0.0822,0.2150,0.2285,0.0822,0.4356,0.0957,0.1217
127,0,in_cluster,0,4,3,5.170,10.231,0.063,3.141,8.544,0.000,-18.53,0.2016,0.0585,0.0553,0.1146,0.1075,0.0933,0.1067
128,0,in_cluster,0,4,10,3.768,10.968,0.099,4.224,6.238,0.000,-12.26,0.0458,0.0553,0.0514,0.0237,0.0316,0.1439,0.1249
129,0,in_cluster,0,4,10,3.742,11.264,0.063,4.287,6.238,0.000,-12.16,0.0569,0.0648,0.0609,0.0245,0.0411,0.0411,0.1012
130,0,in_cluster,0,4,10,3.845,10.980,0.107,4.233,6.238,0.000,-12.56,0.0656,0.0775,0.0688,0.0458,0.0609,0.0174,0.1470
131,0,in_cluster,0,8,7,5.108,15.441,0.123,4.252,17.185,0.000,-22.95,0.1818,0.2530,0.2553,0.2451,0.9051,0.1344,0.1486
132,0,in_cluster,0,8,7,4.430,16.363,0.108,4.217,17.185,0.000,-19.72,0.0229,0.2949,0.2735,0.2506,0.9352,0.2372,0.0988
133,0,in_cluster,0,9,2,5.963,12.887,0.102,6.363,4.664,0.003,-30.31,0.1723,0.1794,0.1565,0.2577,0.7194,0.2601,0.0798
134,0,in_cluster,0,9,7,5.574,13.676,0.211,4.668,14.583,0.000,-28.07,0.1241,0.1842,0.1613,0.2443,0.6917,0.2545,0.0814
135,0,in_cluster,0,11,9,6.032,13.263,0.103,5.661,8.242,0.000,-29.14,0.1391,0.2198,0.1937,0.2356,0.7083,0.2387,0.1866
136,0,in_cluster,0,11,9,5.034,13.045,0.236,4.887,8.242,0.000,-23.61,0.0949,0.2656,0.2356,0.2071,0.7494,0.2490,0.1557
137,0,in_cluster,0,12,9,5.881,8.451,0.066,4.389,10.641,0.000,-24.69,0.1099,0.2490,0.2016,0.1937,0.5858,0.2609,0.1763
138,0,in_cluster,0,9,2,5.098,7.999,-0.024,3.446,4.664,0.003,-25.53,0.0632,0.1787,0.1502,0.1771,0.5526,0.2593,0.1518
139,0,in_cluster,0,9,2,4.164,7.012,-0.101,2.804,4.664,0.003,-21.20,0.1470,0.1289,0.1312,0.1526,0.3960,0.2356,0.1383
140,0,in_cluster,0,13,9,5.064,10.170,-0.020,4.864,9.234,0.000,-17.42,0.0372,0.1130,0.1130,0.1051,0.1565,0.2237,0.1099
141,0,in_cluster,0,13,9,4.753,10.676,-0.052,3.678,9.234,0.000,-15.90,0.0909,0.0980,0.1036,0.0632,0.1383,0.1905,0.0822
142,0,in_cluster,0,8,15,4.253,9.472,-0.260,3.937,5.030,0.001,-18.95,0.1170,0.2387,0.2466,0.1684,0.5028,0.1889,0.2277
143,0,in_cluster,0,8,15,3.492,8.614,-0.166,2.556,5.030,0.001,-16.00,0.0601,0.2324,0.2411,0.0538,0.3787,0.0617,0.1241
144,0,in_cluster,0,4,3,4.528,9.361,0.071,3.184,8.544,0.000,-15.42,0.2158,0.0696,0.0759,0.0759,0.0980,0.0719,0.0719
145,0,in_cluster,0,4,10,4.889,10.497,0.321,4.632,6.238,0.000,-17.11,0.0711,0.0625,0.0632,0.0332,0.0387,0.1494,0.0727
146,0,in_cluster,0,4,10,5.180,10.519,0.279,5.534,6.238,0.000,-18.58,0.2300,0.0617,0.0601,0.0727,0.0617,0.1644,0.0704
147,0,in_cluster,0,4,10,4.096,9.953,0.259,4.374,6.238,0.000,-13.55,0.0348,0.0593,0.0577,0.0119,0.0261,0.2158,0.1320
148,0,valley,1,4,11,7.591,9.421,0.311,6.783,11.728,0.000,-33.97,0.2625,0.0798,0.0743,0.0664,0.1810,0.1684,0.1233
149,0,in_cluster,0,11,5,4.232,5.666,-0.026,2.391,4.649,0.002,-19.90,0.0617,0.1929,0.1644,0.1715,0.4142,0.1368,0.1146
150,0,in_cluster,0,12,0,6.500,10.444,-0.050,5.852,5.110,0.000,-28.52,0.2514,0.3028,0.2632,0.2838,0.8711,0.1383,0.5850
151,0,in_cluster,0,12,0,4.615,8.580,-0.062,3.446,5.110,0.000,-18.05,0.0577,0.2925,0.2569,0.1518,0.6348,0.1486,0.2198
152,0,in_cluster,0,9,2,4.595,5.791,-0.007,3.198,4.664,0.003,-23.09,0.1257,0.2498,0.2040,0.2190,0.6901,0.1747,0.2593
153,0,in_cluster,0,9,2,4.515,5.621,-0.049,2.222,4.664,0.003,-22.73,0.0838,0.1755,0.1581,0.1225,0.3826,0.0964,0.2237
154,0,in_cluster,0,13,9,5.946,9.116,0.083,4.892,9.234,0.000,-22.28,0.1273,0.1233,0.1265,0.1265,0.1621,0.1099,0.1913
155,0,in_cluster,0,13,10,5.766,10.166,0.525,5.219,6.533,0.000,-21.22,0.1407,0.1075,0.1107,0.0988,0.1194,0.1375,0.1581
156,0,in_cluster,0,4,13,6.230,7.706,0.330,4.606,8.319,0.000,-24.57,0.2285,0.0885,0.1004,0.0419,0.0395,0.2134,0.1391
157,0,in_cluster,0,8,15,4.307,8.331,-0.079,2.797,5.030,0.001,-19.18,0.0648,0.2316,0.2458,0.0917,0.3668,0.2229,0.1652
158,0,in_cluster,0,8,15,4.476,7.967,0.003,3.168,5.030,0.001,-19.92,0.1320,0.2142,0.2340,0.1083,0.4292,0.1233,0.1265
159,0,in_cluster,0,4,3,6.167,9.953,0.102,3.989,8.544,0.000,-24.18,0.1573,0.0514,0.0545,0.0964,0.0656,0.1281,0.0751
160,0,in_cluster,0,4,10,5.203,10.694,0.371,5.524,6.238,0.000,-18.70,0.0198,0.0538,0.0585,0.0253,0.0300,0.1929,0.0656
161,0,in_cluster,0,4,10,4.739,9.862,0.326,4.612,6.238,0.000,-16.39,0.0190,0.0632,0.0648,0.0206,0.0292,0.0972,0.0593
162,0,in_cluster,0,4,10,4.834,9.908,0.345,4.493,6.238,0.000,-16.84,0.0308,0.0735,0.0719,0.0427,0.0435,0.1257,0.0617
163,0,in_cluster,0,11,5,4.525,6.080,-0.029,3.193,4.649,0.002,-21.18,0.0427,0.1320,0.1296,0.2134,0.4427,0.1067,0.0585
164,0,in_cluster,0,11,5,4.435,5.894,-0.040,2.872,4.649,0.002,-20.77,0.0925,0.2553,0.2166,0.2308,0.5668,0.1621,0.1202
165,0,in_cluster,0,12,0,4.829,8.465,-0.141,3.093,5.110,0.000,-19.06,0.0585,0.3067,0.2672,0.1636,0.7289,0.1897,0.1668
166,0,in_cluster,0,12,0,4.801,7.847,-0.109,3.323,5.110,0.000,-18.92,0.1202,0.2870,0.2530,0.1842,0.5984,0.1937,0.2458
167,0,in_cluster,0,9,2,3.745,5.313,-0.002,2.474,4.664,0.003,-19.55,0.0719,0.2016,0.1771,0.1233,0.3628,0.1787,0.1771
168,0,in_cluster,0,9,2,4.506,6.125,0.003,3.273,4.664,0.003,-22.69,0.1130,0.1478,0.1455,0.1383,0.3344,0.1731,0.1312
169,0,in_cluster,0,13,9,4.560,9.544,0.002,4.083,9.234,0.000,-15.00,0.0387,0.1154,0.1241,0.1217,0.1249,0.1802,0.1130
170,0,in_cluster,0,13,9,4.612,11.273,-0.066,4.278,9.234,0.000,-15.24,0.0538,0.1004,0.1099,0.1336,0.1083,0.1470,0.1036
171,0,in_cluster,0,8,15,3.703,8.476,-0.131,3.148,5.030,0.001,-16.76,0.0862,0.2300,0.2435,0.1486,0.3953,0.2253,0.1478
172,0,in_cluster,0,8,15,3.028,7.619,-0.044,1.797,5.030,0.001,-14.49,0.0300,0.2190,0.2395,0.0324,0.3107,0.2119,0.1154
173,0,in_cluster,0,4,3,4.840,7.791,0.211,3.083,8.544,0.000,-16.88,0.1281,0.0577,0.0704,0.1067,0.0917,0.1565,0.0838
