idx,label,part,valley_distinct,h,j,dh,dj,t,perp,Dhj,vr,mixlogp,LatAD_pct,USAD_pct,TranAD_pct,AE_pct,IF_pct,linres_pct,maxz_pct
16,1,in_cluster,0,10,7,3.452,3.649,1.024,2.622,2.783,0.323,-18.99,0.3487,0.4432,0.4008,0.4355,0.4374,0.1908,0.5742
17,1,in_cluster,0,0,11,5.087,6.537,0.021,4.874,3.534,0.151,-29.13,0.9461,0.6050,0.6339,0.8709,0.9229,0.3584,0.5819
18,1,in_cluster,0,11,0,3.183,3.384,0.975,2.099,3.534,0.151,-21.92,0.3719,0.7630,0.7881,0.3622,0.6108,0.3218,0.5896
19,1,in_cluster,0,4,0,4.143,4.220,0.646,3.155,6.694,0.003,-25.10,0.8131,0.6763,0.6898,0.6378,0.5780,0.3680,0.5934
20,1,in_cluster,0,0,11,3.911,3.925,-0.014,2.592,3.534,0.151,-23.84,0.6031,0.6166,0.6281,0.4875,0.6570,0.2582,0.6667
21,1,in_cluster,0,0,11,3.675,4.167,-0.048,3.005,3.534,0.151,-22.95,0.5222,0.7013,0.6686,0.5260,0.7110,0.0520,0.7071
22,0,in_cluster,0,7,10,3.225,3.399,-0.194,2.258,2.783,0.323,-17.53,0.3911,0.6320,0.5530,0.4605,0.4759,0.0135,0.6474
23,0,in_cluster,0,10,7,2.991,3.096,1.177,1.796,2.783,0.323,-17.13,0.2139,0.5530,0.5029,0.3314,0.2909,0.0347,0.5067
24,0,in_cluster,0,10,7,2.683,2.949,1.054,1.637,2.783,0.323,-16.69,0.1869,0.5761,0.5241,0.3198,0.2987,0.0636,0.4200
25,0,in_cluster,0,0,11,2.846,3.016,0.053,1.847,3.534,0.151,-20.24,0.2563,0.7341,0.7225,0.4586,0.5684,0.1252,0.4566
26,0,in_cluster,0,11,0,3.031,3.217,0.904,1.913,3.534,0.151,-21.37,0.2062,0.6936,0.6917,0.3815,0.5491,0.4335,0.4740
27,0,in_cluster,0,7,10,2.825,2.999,-0.192,1.805,2.783,0.323,-16.33,0.1580,0.3931,0.3834,0.3507,0.2428,0.3680,0.4277
28,0,in_cluster,0,7,10,2.597,2.703,0.007,1.715,2.783,0.323,-15.71,0.1387,0.4528,0.4046,0.1657,0.1657,0.1965,0.4297
29,0,in_cluster,0,10,7,2.539,2.615,0.958,1.591,2.783,0.323,-15.76,0.1272,0.3988,0.3738,0.1541,0.1407,0.1291,0.4355
30,0,in_cluster,0,10,11,2.275,3.947,0.180,2.410,3.799,0.008,-25.85,0.6416,0.4085,0.4355,0.6686,0.5260,0.1060,0.4412
31,0,in_cluster,0,10,11,3.068,4.866,0.046,3.143,3.799,0.008,-27.97,0.8863,0.5857,0.5915,0.8998,0.8170,0.3526,0.4393
32,0,in_cluster,0,11,10,3.807,4.864,0.563,2.944,3.799,0.008,-30.04,0.9114,0.4990,0.4855,0.7919,0.6243,0.6089,0.4432
33,0,in_cluster,0,7,11,3.378,3.671,0.146,2.339,4.369,0.022,-18.04,0.4778,0.3353,0.3160,0.5183,0.5125,0.0116,0.4509
34,0,in_cluster,0,11,4,3.298,4.342,0.112,2.768,4.205,0.084,-28.27,0.6108,0.4933,0.4258,0.5356,0.6108,0.0328,0.4701
35,0,in_cluster,0,11,4,3.455,4.300,0.152,2.844,4.205,0.084,-28.79,0.6031,0.5299,0.4123,0.4644,0.5434,0.3083,0.5973
36,0,in_cluster,0,7,11,4.266,4.422,0.079,3.415,4.369,0.022,-21.44,0.6339,0.4489,0.3430,0.4624,0.4586,0.4547,0.6821
37,0,in_cluster,0,11,7,4.378,4.806,0.851,3.710,4.369,0.022,-23.89,0.6474,0.4644,0.3661,0.4971,0.5164,0.5877,0.6686
38,0,in_cluster,0,11,7,3.879,4.100,0.896,2.726,4.369,0.022,-20.74,0.3237,0.5010,0.3931,0.2832,0.2659,0.6378,0.5530
39,0,in_cluster,0,11,9,3.105,4.540,0.251,3.106,2.565,0.698,-26.10,0.5453,0.6050,0.4605,0.2948,0.3680,0.3372,0.3834
40,0,in_cluster,0,11,9,3.090,4.109,0.321,3.017,2.565,0.698,-24.43,0.5222,0.4971,0.3237,0.2987,0.3699,0.1869,0.3083
41,0,in_cluster,0,11,9,3.458,4.027,0.521,3.214,2.565,0.698,-24.13,0.4162,0.3064,0.2062,0.2158,0.2832,0.1696,0.2967
42,0,in_cluster,0,11,9,3.215,3.993,0.408,3.031,2.565,0.698,-23.98,0.3487,0.3083,0.2177,0.2447,0.2408,0.1503,0.3025
43,0,in_cluster,0,11,7,3.576,4.829,0.811,2.811,4.369,0.022,-23.99,0.6724,0.3276,0.2389,0.5125,0.4066,0.0000,0.3121
44,0,in_cluster,0,11,7,3.361,4.905,0.708,2.906,4.369,0.022,-24.35,0.6647,0.2832,0.2042,0.5318,0.4239,0.1233,0.3198
45,0,in_cluster,0,11,9,3.271,4.003,0.563,3.008,2.565,0.698,-24.02,0.3295,0.2177,0.1040,0.1561,0.1734,0.4470,0.3295
46,0,in_cluster,0,11,9,3.042,3.257,0.518,2.568,2.565,0.698,-21.33,0.4644,0.2775,0.1965,0.2717,0.3873,0.1329,0.3333
47,0,in_cluster,0,11,9,2.875,3.482,0.544,2.460,2.565,0.698,-22.09,0.4990,0.3044,0.2312,0.2775,0.3854,0.2505,0.2042
48,0,in_cluster,0,11,9,2.777,3.047,0.520,2.543,2.565,0.698,-20.67,0.3218,0.2813,0.1541,0.1426,0.1503,0.3430,0.1445
49,0,in_cluster,0,11,9,3.068,3.486,0.498,2.888,2.565,0.698,-22.02,0.3198,0.2543,0.0963,0.1407,0.1387,0.2466,0.1464
50,0,in_cluster,0,11,9,3.292,3.372,0.720,2.949,2.565,0.698,-21.71,0.3141,0.2042,0.0886,0.1040,0.1426,0.2428,0.1561
51,0,in_cluster,0,11,7,2.978,4.739,0.485,2.939,4.369,0.022,-23.54,0.6917,0.2620,0.2197,0.4701,0.3102,0.3064,0.1599
52,0,in_cluster,0,11,9,2.687,4.966,0.490,2.606,2.565,0.698,-26.31,0.8208,0.3430,0.3507,0.6435,0.4355,0.4586,0.1618
53,0,in_cluster,0,11,9,2.561,3.094,0.717,2.211,2.565,0.698,-20.81,0.4855,0.3237,0.3487,0.3738,0.2678,0.7958,0.1021
54,0,in_cluster,0,11,9,2.655,3.333,0.796,2.178,2.565,0.698,-21.58,0.5260,0.2389,0.2408,0.4008,0.2235,0.9653,0.0694
55,0,in_cluster,0,11,9,2.335,3.334,0.746,1.877,2.565,0.698,-21.57,0.5414,0.2081,0.2158,0.4200,0.2813,0.8073,0.0539
56,0,in_cluster,0,11,9,2.506,4.011,0.757,2.239,2.565,0.698,-23.94,0.4682,0.1561,0.1908,0.4316,0.1985,0.8882,0.0231
57,0,in_cluster,0,11,9,2.599,3.216,0.927,2.047,2.565,0.698,-20.64,0.1696,0.0867,0.0848,0.0925,0.0597,0.8015,0.0212
58,0,in_cluster,0,11,6,2.688,2.923,0.609,2.258,3.891,0.000,-15.97,0.0829,0.0674,0.0674,0.0501,0.0443,0.6763,0.0096
59,0,in_cluster,0,11,6,2.678,2.698,0.631,2.235,3.891,0.000,-13.77,0.0674,0.0520,0.0578,0.0405,0.0405,0.6667,0.0039
60,0,in_cluster,0,6,11,2.642,2.671,0.369,2.219,3.891,0.000,-15.06,0.0289,0.0328,0.0501,0.0289,0.0231,0.7303,0.0077
61,0,in_cluster,0,6,11,2.546,2.617,0.368,2.177,3.891,0.000,-16.62,0.0405,0.0212,0.0424,0.0443,0.0250,0.7784,0.0058
62,0,in_cluster,0,6,11,2.591,2.657,0.357,2.189,3.891,0.000,-15.63,0.0385,0.0231,0.0462,0.0173,0.0096,0.7881,0.0019
63,0,in_cluster,0,6,11,2.648,2.732,0.350,2.235,3.891,0.000,-14.78,0.0328,0.0462,0.0539,0.0328,0.0135,0.8401,0.0000
64,0,in_cluster,0,6,1,2.450,5.084,-0.074,1.329,3.941,0.015,-17.76,0.3025,0.2004,0.2620,0.5029,0.2582,0.6956,0.0462
65,0,in_cluster,0,5,10,5.074,6.673,0.638,4.527,6.302,0.000,-38.83,0.8979,0.4875,0.5087,0.8709,0.7996,0.5125,0.0790
66,0,in_cluster,0,5,10,5.187,5.642,0.668,3.753,6.302,0.000,-38.58,0.9268,0.3603,0.2929,0.7726,0.7341,0.4817,0.0790
67,0,in_cluster,0,11,1,3.281,3.964,0.468,2.972,4.022,0.002,-27.83,0.6455,0.2293,0.0829,0.4027,0.3622,0.7399,0.0597
68,0,in_cluster,0,1,10,4.060,4.101,0.438,2.101,6.099,0.000,-29.15,0.7303,0.5087,0.4027,0.6416,0.6031,0.8613,0.1657
69,0,in_cluster,0,5,10,3.752,4.571,0.461,2.798,6.302,0.000,-32.33,0.9229,0.5780,0.4933,0.7418,0.7688,0.7033,0.3969
70,0,in_cluster,0,11,10,2.830,3.586,0.510,2.382,3.799,0.008,-26.79,0.6069,0.3102,0.2370,0.5260,0.5183,0.4605,0.5029
71,0,in_cluster,0,11,9,2.534,2.938,0.686,2.032,2.565,0.698,-20.34,0.2871,0.2794,0.2139,0.2312,0.1908,0.6705,0.4759
72,0,in_cluster,0,9,10,2.605,3.026,0.226,2.589,3.459,0.052,-19.42,0.5299,0.4682,0.4181,0.6455,0.5106,0.6513,0.4258
73,0,in_cluster,0,9,10,2.759,2.969,0.264,2.578,3.459,0.052,-19.84,0.5395,0.4451,0.4143,0.6146,0.4547,0.4971,0.3988
74,0,in_cluster,0,10,11,2.150,2.995,0.257,2.115,3.799,0.008,-24.42,0.4547,0.2582,0.2331,0.1753,0.1522,0.2042,0.3353
75,0,in_cluster,0,10,11,2.247,2.895,0.285,2.089,3.799,0.008,-23.74,0.4123,0.2466,0.2081,0.1618,0.1310,0.1734,0.2408
76,0,in_cluster,0,11,10,2.953,4.380,0.400,2.858,3.799,0.008,-25.70,0.5106,0.2697,0.2755,0.3179,0.3507,0.3507,0.2081
77,0,in_cluster,0,11,9,3.116,4.133,0.907,2.404,2.565,0.698,-24.53,0.5838,0.2505,0.2505,0.2794,0.3468,0.3314,0.1888
78,0,in_cluster,0,3,10,4.588,5.427,0.595,2.780,6.139,0.000,-33.99,0.8651,0.6782,0.6667,0.7283,0.6551,0.1618,0.4605
79,0,in_cluster,0,3,10,4.371,5.668,0.587,2.978,6.139,0.000,-33.04,0.8170,0.8324,0.8015,0.9441,0.8690,0.1445,0.4624
80,0,in_cluster,0,10,3,2.140,7.518,0.029,2.030,6.139,0.000,-25.56,0.7206,0.6358,0.5934,0.7861,0.5915,0.3584,0.6069
81,0,in_cluster,0,10,11,2.056,4.904,0.053,2.073,3.799,0.008,-25.38,0.7245,0.4894,0.4644,0.6031,0.3796,0.2254,0.1060
82,0,in_cluster,0,10,7,3.175,3.178,0.945,2.354,2.783,0.323,-17.38,0.2524,0.3468,0.3757,0.3276,0.3603,0.0809,0.1484
83,0,in_cluster,0,0,11,2.662,3.516,0.077,2.429,3.534,0.151,-19.74,0.3622,0.3487,0.4297,0.4046,0.5029,0.1040,0.3276
84,0,in_cluster,0,0,10,2.291,3.718,0.310,1.865,4.292,0.020,-18.82,0.2486,0.3738,0.4393,0.2042,0.3353,0.0443,0.5241
85,0,in_cluster,0,10,7,2.913,3.095,0.918,2.355,2.783,0.323,-17.12,0.1715,0.3372,0.3854,0.2235,0.2736,0.0077,0.6455
86,0,in_cluster,0,7,10,3.190,3.269,-0.181,2.266,2.783,0.323,-17.42,0.5048,0.3796,0.4778,0.4277,0.4836,0.0154,0.7303
87,0,in_cluster,0,0,11,3.263,3.616,-0.014,2.550,3.534,0.151,-21.52,0.4143,0.6474,0.6590,0.4181,0.6146,0.0096,0.7418
88,0,in_cluster,0,0,11,2.494,2.857,0.068,1.652,3.534,0.151,-19.30,0.2428,0.6686,0.6416,0.2967,0.4335,0.1541,0.6763
89,0,in_cluster,0,0,11,2.930,3.283,0.023,1.972,3.534,0.151,-20.49,0.2582,0.6570,0.6474,0.4933,0.5896,0.3121,0.5414
90,0,in_cluster,0,0,11,2.375,3.240,-0.057,1.472,3.534,0.151,-19.02,0.3179,0.6378,0.6358,0.3892,0.5222,0.4066,0.4066
91,0,in_cluster,0,7,10,2.671,2.835,-0.026,1.759,2.783,0.323,-15.90,0.1118,0.4220,0.3796,0.1638,0.2042,0.2717,0.3430
92,0,in_cluster,0,11,0,2.622,2.658,0.884,1.354,3.534,0.151,-19.73,0.1233,0.5877,0.5645,0.1715,0.3892,0.1464,0.2620
93,0,in_cluster,0,11,0,2.742,4.304,0.811,1.662,3.534,0.151,-25.15,0.3121,0.5376,0.5337,0.3025,0.4894,0.1426,0.3064
94,0,in_cluster,0,0,11,2.422,3.318,-0.017,1.747,3.534,0.151,-19.13,0.3256,0.4778,0.4316,0.1965,0.4644,0.1002,0.3642
95,0,in_cluster,0,0,11,2.588,3.131,0.014,1.610,3.534,0.151,-19.54,0.3372,0.4952,0.4759,0.2389,0.5010,0.1638,0.2466
96,0,in_cluster,0,10,7,2.783,2.891,1.134,1.634,2.783,0.323,-16.52,0.2177,0.3545,0.3642,0.2563,0.3121,0.2890,0.3507
97,0,in_cluster,0,0,11,2.883,3.024,0.086,2.144,3.534,0.151,-20.35,0.2929,0.6975,0.7091,0.3391,0.6724,0.2852,0.5164
98,0,in_cluster,0,0,11,2.872,3.150,0.093,2.396,3.534,0.151,-20.32,0.3526,0.7052,0.7129,0.3372,0.6994,0.3911,0.4374
99,0,in_cluster,0,0,11,2.150,3.243,-0.075,1.547,3.534,0.151,-18.51,0.2640,0.6185,0.6532,0.3661,0.5877,0.3738,0.2890
100,0,in_cluster,0,0,11,2.705,3.512,-0.097,1.931,3.534,0.151,-19.85,0.3160,0.6397,0.6802,0.3603,0.6609,0.2216,0.4894
101,0,in_cluster,0,10,7,3.012,3.105,1.004,2.235,2.783,0.323,-17.14,0.1946,0.5106,0.5588,0.2678,0.3372,0.2640,0.6358
102,0,in_cluster,0,7,10,2.878,2.959,0.029,2.363,2.783,0.323,-16.48,0.2042,0.5241,0.5973,0.3160,0.3276,0.2755,0.7341
103,0,in_cluster,0,7,0,3.337,3.549,0.196,3.037,3.521,0.000,-17.90,0.2543,0.6166,0.6397,0.4759,0.4682,0.0906,0.7611
104,0,in_cluster,0,11,0,3.638,3.993,1.024,2.632,3.534,0.151,-24.16,0.4894,0.7842,0.7707,0.4066,0.6435,0.0925,0.7225
105,0,in_cluster,0,11,0,2.934,3.431,0.896,1.837,3.534,0.151,-22.07,0.1753,0.7418,0.7264,0.2755,0.4952,0.0944,0.6031
106,0,in_cluster,0,0,11,3.552,4.178,0.062,2.664,3.534,0.151,-22.50,0.6012,0.7168,0.6994,0.4952,0.7572,0.2177,0.5819
107,0,in_cluster,0,11,0,2.824,3.026,0.911,1.679,3.534,0.151,-20.77,0.1830,0.7360,0.7187,0.3006,0.5992,0.2543,0.5588
108,0,in_cluster,0,11,10,3.917,4.125,0.579,3.398,3.799,0.008,-30.26,0.5761,0.5607,0.5356,0.6782,0.5376,0.3256,0.5780
109,0,in_cluster,0,11,10,3.117,3.234,0.567,2.108,3.799,0.008,-27.33,0.5723,0.3757,0.3969,0.6744,0.5395,0.1484,0.5877
110,0,in_cluster,0,11,9,2.744,3.987,0.445,2.964,2.565,0.698,-23.91,0.4220,0.3160,0.3141,0.1888,0.2486,0.2274,0.5742
111,0,in_cluster,0,11,9,2.473,4.230,0.397,2.794,2.565,0.698,-24.64,0.5010,0.5164,0.5106,0.1773,0.3776,0.0231,0.5703
112,0,in_cluster,0,11,9,2.473,3.832,0.522,2.616,2.565,0.698,-23.30,0.4933,0.4721,0.4971,0.2119,0.3661,0.1387,0.5761
113,0,in_cluster,0,11,10,2.858,3.951,0.466,2.155,3.799,0.008,-24.12,0.3083,0.3006,0.3025,0.2216,0.1946,0.1156,0.5607
114,0,in_cluster,0,11,10,3.384,4.694,0.419,2.784,3.799,0.008,-28.56,0.4528,0.3198,0.3295,0.4566,0.4528,0.0771,0.5511
115,0,in_cluster,0,11,4,3.049,4.932,0.319,3.042,4.205,0.084,-27.49,0.8536,0.6089,0.6224,0.8651,0.8574,0.1888,0.5684
116,0,in_cluster,0,11,4,3.257,3.955,0.444,2.704,4.205,0.084,-28.11,0.8728,0.7572,0.7341,0.8439,0.8536,0.6339,0.5800
117,0,in_cluster,0,11,4,2.835,3.561,0.239,2.106,4.205,0.084,-26.81,0.7129,0.6802,0.6281,0.7457,0.5934,0.7457,0.5472
118,0,in_cluster,0,11,4,2.468,4.014,0.115,1.875,4.205,0.084,-25.88,0.7071,0.5723,0.4836,0.6474,0.8189,0.7245,0.6108
119,0,in_cluster,0,11,5,3.143,4.162,0.015,2.031,4.224,0.182,-27.77,0.8516,0.5472,0.4085,0.7129,0.8304,0.9364,0.6744
120,0,in_cluster,0,11,5,3.269,4.868,-0.155,1.956,4.224,0.182,-28.18,0.7168,0.4759,0.3449,0.4509,0.5279,0.8170,0.6185
121,0,in_cluster,0,11,5,3.579,6.149,-0.421,1.979,4.224,0.182,-29.24,0.6320,0.5568,0.4412,0.5665,0.5414,0.6243,0.5106
122,0,in_cluster,0,11,4,2.886,5.498,-0.068,2.264,4.205,0.084,-27.00,0.6493,0.6609,0.5684,0.6320,0.5511,0.4990,0.3892
123,0,in_cluster,0,11,5,2.431,5.343,-0.247,1.731,4.224,0.182,-25.78,0.5954,0.3526,0.3064,0.6089,0.4470,0.4104,0.2197
124,0,in_cluster,0,9,11,2.343,2.790,0.201,2.217,2.565,0.698,-18.78,0.4277,0.1830,0.1503,0.2100,0.2197,0.4663,0.1580
125,0,in_cluster,0,9,11,2.801,2.831,0.106,2.211,2.565,0.698,-19.95,0.3276,0.1503,0.0944,0.1291,0.1484,0.2678,0.1002
126,0,in_cluster,0,11,9,2.572,3.159,0.834,2.125,2.565,0.698,-21.02,0.4297,0.1715,0.1291,0.4470,0.2100,0.1792,0.0674
127,0,in_cluster,0,11,9,2.658,4.022,0.823,2.358,2.565,0.698,-24.02,0.5973,0.7457,0.7938,0.5434,0.2293,0.5838,0.9634
128,0,in_cluster,0,11,9,2.681,3.373,0.860,2.306,2.565,0.698,-20.59,0.3815,0.6744,0.7283,0.4894,0.1329,0.8844,0.9229
129,0,in_cluster,0,11,9,2.713,3.158,0.932,2.255,2.565,0.698,-18.49,0.0520,0.0482,0.0366,0.0212,0.0385,0.5588,0.0250
130,0,in_cluster,0,11,6,2.687,3.394,0.545,2.407,3.891,0.000,-15.48,0.1561,0.0424,0.0308,0.0385,0.0559,0.1368,0.0250
131,0,in_cluster,0,11,6,2.736,3.218,0.561,2.419,3.891,0.000,-14.53,0.1927,0.0193,0.0193,0.0366,0.0539,0.3854,0.0250
132,0,in_cluster,0,11,6,2.732,3.150,0.579,2.407,3.891,0.000,-13.56,0.0193,0.0096,0.0154,0.0058,0.0347,0.4239,0.0250
133,0,in_cluster,0,11,6,2.743,3.184,0.602,2.390,3.891,0.000,-13.84,0.0154,0.0173,0.0173,0.0116,0.0270,0.5279,0.0250
134,0,in_cluster,0,11,6,2.794,3.102,0.608,2.414,3.891,0.000,-12.38,0.0135,0.0289,0.0231,0.0270,0.0289,0.5356,0.0250
135,0,in_cluster,0,11,6,2.753,3.030,0.606,2.376,3.891,0.000,-13.25,0.0096,0.0250,0.0212,0.0000,0.0154,0.5453,0.0250
136,0,in_cluster,0,11,6,2.725,2.981,0.602,2.356,3.891,0.000,-12.97,0.0116,0.0077,0.0019,0.0019,0.0193,0.6416,0.0250
137,0,in_cluster,0,11,6,2.755,3.112,0.605,2.393,3.891,0.000,-11.74,0.0058,0.0116,0.0135,0.0077,0.0212,0.5915,0.0250
138,0,in_cluster,0,6,1,3.089,5.526,-0.103,1.971,3.941,0.015,-19.53,0.3430,0.1638,0.1946,0.4817,0.2254,0.6744,0.0462
139,0,in_cluster,0,6,5,3.692,6.091,0.047,2.371,7.401,0.071,-21.57,0.5183,0.3218,0.3584,0.7592,0.5607,0.3237,0.0462
140,0,in_cluster,0,6,10,3.275,5.249,0.100,1.977,6.334,0.000,-20.12,0.5125,0.2274,0.1927,0.5819,0.4277,0.2659,0.0250
141,0,in_cluster,0,9,11,2.930,3.041,-0.059,2.085,2.565,0.698,-19.76,0.2293,0.1002,0.0482,0.1175,0.1021,0.4220,0.0636
142,0,in_cluster,0,1,11,3.691,3.800,0.457,2.053,4.022,0.002,-27.80,0.4605,0.1773,0.1002,0.5453,0.4566,0.4123,0.0617
143,0,in_cluster,0,1,5,3.570,4.188,-0.026,2.080,3.420,0.970,-27.47,0.5665,0.1233,0.0520,0.5877,0.4971,0.3295,0.0655
144,0,in_cluster,0,1,11,2.489,5.606,0.102,2.305,4.022,0.002,-24.20,0.3468,0.2158,0.2428,0.3295,0.3757,0.0848,0.0578
145,0,in_cluster,0,1,11,2.436,5.596,0.086,2.271,4.022,0.002,-24.07,0.3545,0.2216,0.2524,0.3584,0.3931,0.3198,0.0713
146,0,in_cluster,0,1,11,3.084,3.738,0.327,2.509,4.022,0.002,-22.73,0.4066,0.0443,0.0000,0.2486,0.2081,0.4027,0.1387
147,0,in_cluster,0,1,11,3.215,3.687,0.339,2.398,4.022,0.002,-21.58,0.4085,0.0809,0.0096,0.2062,0.1792,0.3622,0.1407
148,0,in_cluster,0,1,11,2.496,4.864,0.159,2.027,4.022,0.002,-24.22,0.2601,0.1850,0.1272,0.2274,0.3160,0.1715,0.1040
149,0,in_cluster,0,1,11,2.466,4.919,0.173,2.194,4.022,0.002,-24.14,0.3102,0.1580,0.1407,0.1850,0.2929,0.1676,0.1118
150,0,in_cluster,0,5,1,3.381,3.510,0.694,2.116,3.420,0.970,-27.25,0.8882,0.6590,0.7303,0.7341,0.8516,0.5202,0.1522
151,0,in_cluster,0,5,1,3.114,3.877,0.500,2.721,3.420,0.970,-28.51,0.8112,0.7476,0.7765,0.7303,0.8863,0.3545,0.1233
152,0,in_cluster,0,1,10,4.444,4.521,0.542,3.245,6.099,0.000,-30.84,0.7823,0.2023,0.0559,0.5645,0.5723,0.4374,0.0925
153,0,in_cluster,0,1,5,3.143,3.602,0.290,2.771,3.420,0.970,-26.04,0.6667,0.4393,0.3873,0.4432,0.6069,0.6012,0.0751
154,0,in_cluster,0,5,3,4.835,5.234,0.320,2.588,5.620,0.008,-36.70,0.9884,0.9210,0.9114,0.9788,0.9692,0.4046,0.4239
155,0,in_cluster,0,3,5,4.596,5.841,0.489,2.860,5.620,0.008,-34.05,0.9961,0.9961,0.9942,0.9904,0.9961,0.4200,0.7283
156,0,in_cluster,0,5,3,4.658,4.697,0.536,3.369,5.620,0.008,-34.42,0.9403,0.9923,0.9923,0.9306,0.9942,0.6224,0.8285
157,0,in_cluster,0,8,3,3.968,4.216,0.087,2.855,4.846,0.000,-25.85,0.7938,0.9056,0.9480,0.8478,0.9152,0.6455,0.7476
158,0,in_cluster,0,3,5,2.852,8.741,0.013,2.614,5.620,0.008,-27.56,0.7881,0.9595,0.9692,0.9557,0.9750,0.5973,0.7688
159,0,in_cluster,0,3,5,3.649,7.978,0.114,3.258,5.620,0.008,-30.14,0.9499,0.9615,0.9788,0.9229,0.9788,0.5954,0.7919
160,0,in_cluster,0,8,4,4.450,6.407,-0.400,3.479,3.657,0.476,-27.88,0.7996,0.9345,0.9557,0.7900,0.9538,0.7726,0.8324
161,0,in_cluster,0,8,4,2.826,5.422,-0.354,2.044,3.657,0.476,-21.97,0.5145,0.8998,0.9345,0.6840,0.8940,0.7534,0.8478
162,0,in_cluster,0,8,4,2.414,4.994,-0.326,1.695,3.657,0.476,-20.89,0.3892,0.8613,0.8902,0.5145,0.7495,0.8362,0.8748
163,0,in_cluster,0,8,4,3.487,5.085,-0.130,3.100,3.657,0.476,-24.06,0.5434,0.8921,0.9017,0.6262,0.8632,0.9114,0.8613
164,0,in_cluster,0,8,4,2.322,4.768,-0.220,1.974,3.657,0.476,-20.67,0.4451,0.8902,0.8998,0.5684,0.8208,0.9171,0.8593
165,0,in_cluster,0,8,4,2.479,4.819,-0.277,1.845,3.657,0.476,-21.05,0.3796,0.8786,0.8805,0.5511,0.7052,0.9037,0.8555
166,0,in_cluster,0,8,4,2.570,4.313,-0.131,1.913,3.657,0.476,-21.28,0.4432,0.8690,0.8767,0.6647,0.8266,0.9075,0.8536
167,0,in_cluster,0,4,5,2.476,3.721,0.063,2.555,3.510,0.114,-26.75,0.9595,0.9017,0.9191,0.9711,0.9634,0.9287,0.8516
168,0,in_cluster,0,4,5,2.506,3.979,0.108,2.524,3.510,0.114,-26.82,0.9441,0.8593,0.8728,0.9268,0.9133,0.9615,0.8170
169,0,in_cluster,0,11,5,2.173,4.363,0.109,1.932,4.224,0.182,-25.20,0.6166,0.5896,0.5665,0.6705,0.6012,0.9229,0.7592
170,0,in_cluster,0,11,5,2.229,3.960,0.137,1.865,4.224,0.182,-25.32,0.5857,0.4239,0.3468,0.4875,0.4663,0.6532,0.6859
171,0,in_cluster,0,11,5,2.721,3.866,0.227,2.445,4.224,0.182,-26.54,0.7572,0.5838,0.4682,0.5800,0.7129,0.5067,0.6204
